店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
超級愛狗寵物沙龍,"號 No, No. 1018民族一路左營區高雄市台灣 813",0912 122 073,https://www.facebook.com/%E8%B6%85%E7%B4%9A%E6%84%9B%E7%8B%97%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-1677603839138475/,4.8,37,星期一: 09:00 – 17:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
幸福窩寵物美容工作室/派特芙德高雄店/皮毛調理/泡澡SPA/手工零食/不關籠.預約制.不超收/,813台灣高雄市左營區安吉街150號,,https://lin.ee/8KrDC9K,4.9,19,星期一: 10:00 – 18:55 | 星期二: 10:00 – 18:55 | 星期三: 10:00 – 18:55 | 星期四: 10:00 – 18:55 | 星期五: 10:00 – 18:55 | 星期六: 10:00 – 18:55 | 星期日: 休息,5,高雄市,左營區,美容
手牽手寵物美容沙龍,813台灣高雄市左營區安吉街438號,07 522 4997,,4.4,68,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 休息 | 星期六: 11:00 – 20:00 | 星期日: 11:30 – 20:00,5,高雄市,左營區,美容
One Dog寵物精品沙龍概念館高雄店,81367台灣高雄市左營區文自路500號,07 345 0868,https://www.facebook.com/OnedogPetsSalonKHH,5,5,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,5,高雄市,左營區,美容
巧耘寵物美容,813台灣高雄市左營區新庄仔路45-4號,07 350 2331,https://www.facebook.com/profile.php?id=100083112531824&mibextid=LQQJ4d,5,11,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 休息,5,高雄市,左營區,美容
小剛家寵物沙龍,813台灣高雄市左營區重治路56號,07 341 2786,https://www.facebook.com/BBCat.Salon,5,30,星期一: 10:00 – 17:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,5,高雄市,左營區,美容
汪樂寵物美容工坊,813台灣高雄市左營區文瑞路25號,07 359 6882,,4.9,20,星期一: 休息 | 星期二: 10:00 – 17:30 | 星期三: 10:00 – 17:30 | 星期四: 10:00 – 17:30 | 星期五: 10:00 – 17:30 | 星期六: 09:30 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
Q瑪寵物沙龍-九如館 - 人氣寵物洗澡 貓狗SPA 造型課程、指甲修剪 寵物住宿、美容師證照教學,807台灣高雄市三民區九如一路980號,07 389 2925,https://www.facebook.com/qmapet980/,4.8,157,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,高雄市,左營區,美容
Q瑪寵物沙龍-富國館 - 貓狗SPA洗澡 造型課程、指甲修剪 寵物住宿、美容師證照教學,813台灣高雄市左營區富國路8號,07 556 8328,http://www.facebook.com/pg/qmapet8/about/?ref=page_internal,4.4,59,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,左營區,美容
扭扭貓屋🐈🐾-高雄左營│高雄貓咪旅館│高雄貓咪住宿│高雄貓咪美容│左營貓住宿/美容推薦,813台灣高雄市左營區重清路256號,,https://wrigglecat256.com.tw/,5,96,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,高雄市,左營區,美容
朵朵萌寵星球/高雄寵物美容/寵物住宿,804台灣高雄市鼓山區中華一路289號2樓,0973 805 085,https://www.facebook.com/profile.php?id=100091938807100,5,26,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,高雄市,左營區,美容
新福寵物美容,813台灣高雄市左營區裕誠路173號,07 558 0173,https://zh-tw.facebook.com/sinfusalong,4.5,36,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,高雄市,左營區,美容
愛尼萌寵物旅館 狗貓 兔子寵物住宿 美容 安親,807台灣高雄市三民區建工路802號,07 395 0357,https://www.instagram.com/animal_pet_hotel802?igsh=YnkxeTg0bzYzaDE5&utm_source=qr,5,145,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5,高雄市,左營區,美容
沛思寵物沙龍Pets’_Salon｜高雄寵物美容｜護理型毛皮深層清潔,804台灣高雄市鼓山區青海路340號,0909 067 620,https://www.facebook.com/%E6%B2%9B%E6%80%9D%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8DPets-Salon-106465681604645,5,43,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,左營區,美容
My Dog 寵物美容．住宿,807台灣高雄市三民區民族一路525號,07 350 1623,https://www.facebook.com/mydogpetgrooming2020/,4.9,78,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,高雄市,左營區,美容
沐寵物美容＆旅館《寵物沐浴推薦》鼓山專業寵物美容師｜寵物刷牙｜寵物安親 ｜韓國草本泥,804台灣高雄市鼓山區青松街25號,07 531 0018,https://www.facebook.com/profile.php?id=100091554767586,5,44,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
Show Dog寵物美容,804台灣高雄市鼓山區中華一路485號,,,5,14,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
忠心寵物美容生活館,807台灣高雄市三民區大福街239號,07 384 0019,https://www.facebook.com/%E5%BF%A0%E5%BF%83%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E7%94%9F%E6%B4%BB%E9%A4%A8-100297609305437/,4.9,32,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
佩泊寵物美容,802台灣高雄市苓雅區福德三路321號,0965 658 927,https://www.facebook.com/profile.php?id=61557074481969,5,166,星期一: 10:00 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,高雄市,左營區,美容
萌貓窩頂級精品沙龍 7星級寵物美容/安親/住宿/七星級旅館/陸海空珍禽異獸買賣,807台灣高雄市三民區河堤路540號,0931 192 315,https://instagram.com/boss_shen_boss?igshid=MzMyNGUyNmU2YQ==,5,26,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,5,高雄市,左營區,美容
修修臉寵物美容沙龍,807台灣高雄市三民區順昌街113號,07 398 3535,https://www.facebook.com/showfacepet/?ref=page_internal,4.5,28,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,高雄市,左營區,美容
Wan Wan 莞莞寵物美容,807台灣高雄市三民區興隆街56號,0979 982 781,,5,26,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 18:00 | 星期六: 休息 | 星期日: 休息,5,高雄市,左營區,美容
Dog Sun寵物精品沙龍,813台灣高雄市左營區明華一路11號,07 556 7101,,4.4,20,,5,高雄市,左營區,美容
SunQ寵物美容,804台灣高雄市鼓山區瑞豐街71號,0986 838 178,https://m.facebook.com/profile.php?id=206270246074583&ref=bookmark,4.8,59,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,高雄市,左營區,美容
樂活寵物美容,813台灣高雄市左營區大中二路486號,07 341 4641,,5,2,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 休息 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,高雄市,左營區,美容
寵湯寵物澡堂,813台灣高雄市左營區重信路438號,,https://page.line.me/nrc8335t,5,35,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 休息,2,高雄市,左營區,美容
智元寵物美學苑,813台灣高雄市左營區崇德路538號,0938 682 571,https://www.facebook.com/profile.php?id=100057338235115&mibextid=LQQJ4d,4.8,21,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,高雄市,左營區,美容
東森寵物 左營左大店,813台灣高雄市左營區左營大路161號,07 581 8668,https://www.etipets.com/,4.5,191,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,高雄市,左營區,美容
Dada寵物客棧(左營店),813台灣高雄市左營區重立路232巷21號,0981 393 844,https://www.facebook.com/dadapethotel/,4.7,199,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,左營區,美容
靚狗工坊(狗狗笑了左營店),813台灣高雄市左營區孟子路571號,07 343 0206,,4.4,55,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,2,高雄市,左營區,美容
恰布寵物澡堂,813台灣高雄市左營區榮德街34巷6號,07 342 4200,,5,1,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 17:30 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,高雄市,左營區,美容
阿貓阿狗の澡堂,813台灣高雄市左營區文恩路106巷3號,0911 828 382,https://www.facebook.com/catsanddogsbathhouse,4.6,11,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,2,高雄市,左營區,美容
魚中魚貓狗水族大賣場-華夏店,81361台灣高雄市左營區華夏路1340號,07 341 2266,,4.3,1188,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,高雄市,左營區,美容
汪將犬湯屋,813台灣高雄市左營區重建路66號,0906 220 881,,5,3,星期一: 10:30 – 17:00 | 星期二: 10:30 – 17:00 | 星期三: 10:30 – 17:00 | 星期四: 10:30 – 17:00 | 星期五: 10:30 – 17:00 | 星期六: 休息 | 星期日: 10:30 – 17:00,2,高雄市,左營區,美容
寵•日常 / something about pets /,807台灣高雄市三民區愛國路28號,0980 425 285,https://lin.ee/L8ZInDK,5,22,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 17:00,2,高雄市,左營區,美容
毛手毛腳-毛孩專門店-左營門市,813台灣高雄市左營區重愛路430號,02 2608 3748,https://www.furkidshop.com.tw/,4.5,39,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,高雄市,左營區,美容
歐迪迪精緻寵物沙龍,813台灣高雄市左營區民族一路1085號,07 310 1035,,5,3,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5,高雄市,左營區,美容
逗留寵物沙龍,"No. 290號, Dashun 3rd Rd, 苓雅區高雄市台灣 802",0916 358 113,https://staypetgrooming.com/about/,4.8,114,星期一: 12:00 – 18:00 | 星期二: 12:00 – 16:00 | 星期三: 11:00 – 18:00 | 星期四: 12:00 – 16:30 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 12:00 – 17:00,5,高雄市,左營區,美容
毛怪寵物沙龍,814台灣高雄市仁武區霞海東二街16號,,https://m.facebook.com/108935551915647/?ref=wizard,5,28,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,高雄市,左營區,美容
狗壩子寵物沙龍,807台灣高雄市三民區明吉路32號2F,07 345 5676,,4.3,20,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,左營區,美容
沐容 寵物沙龍SPA/寵物旅館/用品,807024台灣高雄市三民區北平一街80號,07 322 9687,https://www.facebook.com/murongsalon,4.8,24,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,高雄市,左營區,美容
熊汪寵物沙龍旅館,802台灣高雄市苓雅區正義路150號,07 740 5877,https://www.instagram.com/xiongwang0917/,5,67,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,左營區,美容
狗的窩 Golden World-寵物沙龍旅館,807台灣高雄市三民區遼寧三街93號,0966 958 600,,5,202,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,左營區,美容
豬窩寵物沙龍旅館Piggy,807台灣高雄市三民區興昌街26號,0981 878 661,https://www.instagram.com/piggyhouse99518?igsh=MWFueG52eXB2ejZ0bw==&utm_source=qr,5,71,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,高雄市,左營區,美容
小辛巴寵物美容沙龍,807台灣高雄市三民區臥龍路58-2號,07 322 3223,,4.9,28,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,高雄市,左營區,美容
虎寶貝寵物沙龍,802台灣高雄市苓雅區建民路69號,07 716 3039,https://instagram.com/hoobaby.pet.salon?igshid=YzcxN2Q2NzY0OA==,5,49,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 休息,5,高雄市,左營區,美容
小白屋寵物精緻沙龍/專業皮膚養護/中、小型犬專門店,802台灣高雄市苓雅區仁義街151之1號,0958 065 165,,5,105,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 休息,5,高雄市,左營區,美容
狗來樂寵物精緻沙龍,814台灣高雄市仁武區八德南路100巷111號,0982 076 137,https://www.facebook.com/%E7%8B%97%E4%BE%86%E6%A8%82%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E9%A4%A8-611546468984162/,4.6,20,"星期一: 10:00 – 00:00 | 星期二: 00:00 – 08:00, 10:00 – 00:00 | 星期三: 00:00 – 08:00, 10:00 – 00:00 | 星期四: 00:00 – 08:00, 10:00 – 00:00 | 星期五: 00:00 – 08:00, 10:00 – 00:00 | 星期六: 00:00 – 08:00, 10:00 – 00:00 | 星期日: 00:00 – 08:00, 10:00 – 20:00",5,高雄市,左營區,美容
愛爾希寵物美容,807台灣高雄市三民區建國三路315號2樓,0910 070 829,,5,19,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,高雄市,左營區,美容
歐哈娜寵窩沙龍,81454台灣高雄市仁武區八德西路1850號,07 373 0612,https://liff.line.me/1645278921-kWRPP32q/?accountId=522kltts,4.5,105,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 09:30 – 18:30,4,高雄市,左營區,美容
LAP CAT CAFE 徠寵｜品種貓找家長｜犬貓鼠住宿｜犬貓美容｜貓鼠選品,804台灣高雄市鼓山區青海路396號2樓,07 552 8158#2,http://www.laplap-inc.com/,5,584,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 休息 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,5,高雄市,鼓山區,美容
Hopeful精緻寵物美容,807台灣高雄市三民區市中一路326號,07 261 1311,https://www.facebook.com/hopefulpetsalon/?ref=pages_you_manage,4.9,95,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,高雄市,鼓山區,美容
淘氣族寵物美容,"No. 93號, 自立一路, 三民區高雄市台灣 807",07 286 2445,https://www.facebook.com/TouchDog/,4.8,96,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 休息,5,高雄市,鼓山區,美容
森富寵物生活館/高雄合法寵物美容住宿推薦,807台灣高雄市三民區明賢街42號,07 350 1217,,4.6,82,星期一: 09:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,5,高雄市,鼓山區,美容
毛小孩的店 （特寵繁業字第W1110351-00號）(精緻寵物美容.用品)(寵物美容教學),800台灣高雄市新興區達仁街32號1樓,07 222 2001,https://www.facebook.com/maospet,4.9,127,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,高雄市,鼓山區,美容
毛孩貴賓室寵物美容館,80767台灣高雄市三民區建元路9巷45號,07 380 8356,https://www.vip-pet-lounge.com/,5,23,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,鼓山區,美容
派格寵物美容學苑,802台灣高雄市苓雅區中山二路353號,07 338 0886,https://www.petgirlgrooming.com/,5,135,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,鼓山區,美容
幸運草寵物美容/前鎮寵物美容/前鎮寵物住宿/前鎮洗狗/高雄寵物美容/高雄寵物旅館/苓雅區寵物美容 /鼓山區寵物美容/三民區寵物美容,806台灣高雄市前鎮區二聖二路13號,0981 597 123,https://www.clover-13.com/,4.9,133,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,5,高雄市,鼓山區,美容
毛小狗寵物美容,"No. 286, Dashun 2nd Rd, 三民區高雄市台灣 807",07 396 6016,,4.7,54,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 休息 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,高雄市,鼓山區,美容
萌貴妃寵物美容,"No. 671號, Dashun 2nd Rd, 三民區高雄市台灣 807",0976 331 559,https://www.facebook.com/%E8%90%8C%E8%B2%B4%E5%A6%83%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-441294883330815/,4.6,82,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,高雄市,鼓山區,美容
毛町寵物浴場/前鎮寵物美容/專業皮毛調理/VIP無壓環境/高雄寵物美容推薦,806台灣高雄市前鎮區民權二路70號,07 333 1258,https://www.facebook.com/maoding333/,4.9,136,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,高雄市,鼓山區,美容
ART cat 高雄市-貓の美容,807台灣高雄市三民區吉林街59號,07 322 8338,https://linktr.ee/art520cat,4.8,160,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,高雄市,鼓山區,美容
小腳印寵物美容工作坊,807台灣高雄市三民區黃興路82號,0972 418 966,https://www.facebook.com/%E5%B0%8F%E8%85%B3%E5%8D%B0%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%B7%A5%E4%BD%9C%E5%9D%8A-100952092186983/,5,47,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,5,高雄市,鼓山區,美容
Q瑪寵物沙龍-五福館 - 狗SPA洗澡 造型課程、指甲修剪 寵物住宿、美容師證照教學,800台灣高雄市新興區五福二路128號,07 215 6089,https://www.facebook.com/qma128/?ref=bookmarks,5,46,星期一: 休息 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,5,高雄市,鼓山區,美容
101寵物spa生活館,804台灣高雄市鼓山區美術東三路3號,07 555 5345,https://www.facebook.com/101%E5%AF%B5%E7%89%A9spa%E7%94%9F%E6%B4%BB%E9%A4%A8-390468351051856/,4.2,61,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 休息 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,2,高雄市,鼓山區,美容
Kuma's熊樣寵物旅館,804台灣高雄市鼓山區明誠三路600號,07 552 8511,https://www.facebook.com/kuma600/,4.7,122,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,高雄市,鼓山區,美容
優的生活寵物館,804台灣高雄市鼓山區中華一路2220號,07 550 3035,https://www.facebook.com/petyono/,4.3,349,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,高雄市,鼓山區,美容
橘莉寵物美學館,807台灣高雄市三民區十全二路130號,0989 133 732,https://www.facebook.com/profile.php?id=100091326938842&mibextid=LQQJ4d,4.9,94,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,高雄市,鼓山區,美容
