店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
卡妮絲寵物沙龍,404台灣台中市北區忠明二街32號,0911 926 798,https://page.line.me/228znxxy,5,42,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台中市,中區,美容
萊嘉寵物精品沙龍,403台灣台中市西區大忠街36號,0905 187 181,https://www.facebook.com/%E8%90%8A%E5%98%89%E5%AF%B5%E7%89%A9%E7%B2%BE%E5%93%81%E6%B2%99%E9%BE%8D-1037614826406231/,4.9,179,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,5,台中市,中區,美容
洗香鄉寵物沙龍工作室,40460台灣台中市北區華美街二段180號,0963 512 956,http://lin.ee/zs39BzY,5,25,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
歐斯寵物沙龍 （預約制）,407台灣台中市西屯區寧夏東二街19號,0955 271 751,https://www.facebook.com/%E6%AD%90%E6%96%AF%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-OSS-Pet-Grooming-561735677369722/,5,13,星期一: 13:30 – 19:00 | 星期二: 13:30 – 19:00 | 星期三: 13:30 – 19:00 | 星期四: 13:30 – 19:00 | 星期五: 13:30 – 19:00 | 星期六: 休息 | 星期日: 休息,5,台中市,中區,美容
豆卡寵物沙龍,407台灣台中市西屯區精明路40號,04 2320 7571,https://www.facebook.com/profile.php?id=100064824062956,4.9,78,星期一: 10:00 – 19:30 | 星期二: 休息 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,中區,美容
有貓膩‧貓咪生活館-北區貓咪美容|貓咪洗澡|寵物沙龍|寵物用品|貓咪護理|貓咪造型設計|在地推薦寵物店|純貓美容,404台灣台中市北區進化北路387號,04 2203 0303,http://www.instagram.com/umoni_cat?igsh=eDFsN3JwZDVxamxr&utm_source=qr,4.9,18,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
洗ba洗ba寵物沙龍｜貓咪美容｜寵物安親住宿,411台灣台中市太平區新興路30號,0958 726 581,https://instagram.com/baba_petgroomer_?igshid=MmIzYWVlNDQ5Yg==,4.9,65,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
寵愛伊JoyPets寵物沙龍,402台灣台中市南區德富路80號,0906 695 577,https://www.facebook.com/joypets1080801,5,9,星期一: 休息 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 休息,5,台中市,中區,美容
貝兒的窩寵物美容屋,402台灣台中市南區建國南路一段248號,04 2261 3178,,4.5,32,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 11:00 – 18:00,5,台中市,中區,美容
阿咪狗寵物沙龍,406台灣台中市北屯區昌平路一段21-1號,0921 762 530,,4.9,40,星期一: 休息 | 星期二: 10:30 – 18:00 | 星期三: 10:30 – 18:00 | 星期四: 10:30 – 18:00 | 星期五: 10:30 – 18:00 | 星期六: 10:30 – 18:00 | 星期日: 休息,5,台中市,中區,美容
沐沐時光寵物美容spa,406台灣台中市北屯區安順四街50號,0936 517 876,https://lin.ee/Cv6pgip,5,46,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
GO SPA 寵物沙龍,403台灣台中市西區大業路22號,04 2327 0690,https://www.facebook.com/gospapetsalon/?fref=ts,5,11,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,5,台中市,中區,美容
犬掌櫃寵物美容,401台灣台中市東區進德北路60號,0988 274 573,,5,7,,5,台中市,東區,美容
夢幻寵物美學 貓咪獨立空間【台中大里寵物美容教學】寵物美容證照｜寵物美容評價最高｜貓狗美容推薦｜貓狗剃毛｜貓狗洗澡,412台灣台中市大里區國光路二段540-2號,04 2481 4911,http://www.petspatraining.com/,5,163,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 09:00 – 17:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,5,台中市,東區,美容
菲菲寵物美容「太平寵物美容｜台中貓狗洗澡｜貓咪洗澡｜天竺鼠/兔子美容｜寵物接送」,411039台灣台中市太平區永平南路27號,0916 952 052,https://www.facebook.com/fifipetsalon?mibextid=LQQJ4d,4.9,207,星期一: 休息 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5,台中市,東區,美容
滿好寵物美容,41180台灣台中市太平區立智街73號,0972 053 813,https://www.facebook.com/%E6%BB%BF%E5%A5%BD%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-105280635490044,5,34,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,東區,美容
夏卡爾寵物美容,411台灣台中市太平區太平二十街21號,0902 380 258,,4.9,109,星期一: 09:00 – 19:00 | 星期二: 休息 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5,台中市,東區,美容
十犬十美寵物美容工作室（台中太平）,411台灣台中市太平區立功路429號,0966 687 775,https://www.facebook.com/%E5%8D%81%E7%8A%AC%E5%8D%81%E7%BE%8E%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%AE%A4-112428526829382/,5,46,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,5,台中市,東區,美容
犬家寵物美容旅館 - (全預約制/請加LINE ID:@567xseum),412台灣台中市大里區西榮路260巷35號,,https://line.me/ti/p/~@567xseum,5,72,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台中市,東區,美容
沛司寵物美容.安親.住宿.貓咪獨立美容,412台灣台中市大里區自立路67號,04 2275 2279,,4.8,197,星期一: 10:00 – 22:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,5,台中市,東區,美容
Love樂逗Dog寵物美容-貓狗SPA洗澡 剪毛造型 指甲修剪 專業人氣推薦 寵物接送 貓咪剪指甲 狗狗寄宿,411台灣台中市太平區大興路178號,0909 698 008,https://www.lovedogbeauty.com.tw/,5,59,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,東區,美容
Superwow 超級旺寵物美容｜洗護｜SPA｜選品,403台灣台中市西區貴和街218號,0968 153 058,https://lin.ee/hl8wnwi,5,9,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,東區,美容
苑逸寵物美容,412台灣台中市大里區國光路二段152號,04 2482 3805,https://yuanyipet.com/?fbclid=PAAaZj9fhsY8drQQgjLyQOGAUaQjPVY_PDuMHiOy_CbuGOUArsZQpiCn9NmsM_aem_AfJo_FCg5w2pjUFPhMcST79zpIcxKcF8YRdmyy6h14PTEya0-Gx0U0Z7Oh0IrxYi3aw,4.9,84,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,東區,美容
好狗時光寵物美容-日式寵物醫美護理《每月彈性店休，來店預約優先》,411台灣台中市太平區新平路一段26號,04 3609 7033,https://www.facebook.com/%E5%A5%BD%E7%8B%97%E6%99%82%E5%85%89_good-dog-time-%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-1147738041954914/,4.8,120,,5,台中市,東區,美容
愛毛孩澡堂-預約制貓狗寵物美容,411台灣台中市太平区环太东路221-7號勤益大利,0905 910 959,https://lin.ee/XBJYpZB,5,39,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台中市,東區,美容
HSTPEM+K 哈斯龐寵物部屋,40149台灣台中市東區十甲東路161號,04 2212 2566,http://www.hstpemk-pet.com.tw/,4.9,56,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台中市,東區,美容
咪思朵寵物生活館,401台灣台中市東區東英二街148號,04 2212 2618,https://www.facebook.com/%E5%92%AA%E6%80%9D%E6%9C%B5%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-106310129578647/,4.7,27,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 休息 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 17:00 | 星期日: 休息,2,台中市,東區,美容
貝果寵物生活館,401台灣台中市東區台中路157號,04 3507 9685,https://www.facebook.com/bagelpet/,5,19,星期一: 08:00 – 17:00 | 星期二: 08:00 – 17:00 | 星期三: 08:00 – 17:00 | 星期四: 08:00 – 17:00 | 星期五: 08:00 – 17:00 | 星期六: 08:00 – 17:00 | 星期日: 休息,2,台中市,東區,美容
沐樂寵物澡堂mule pets spa（不定期休假）,412台灣台中市大里區永隆路63號,0926 512 400,https://lin.ee/7PWjUlu,5,100,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,台中市,東區,美容
好狗運貓狗福利中心-十甲店,40147台灣台中市東區十甲東路616號,04 2211 8807,https://www.facebook.com/pm.shop032,4.3,619,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,東區,美容
貓妮一犬寵物會館,401台灣台中市東區東光園路2號,0958 625 526,https://www.facebook.com/maoniyiquan2019/,4.7,42,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 休息 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台中市,東區,美容
三柴一生寵物澡堂,412台灣台中市大里區新南路49號,0912 375 501,,5,33,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,東區,美容
快樂時光寵物澡堂,411台灣台中市太平區育仁路66號,0916 004 439,https://www.facebook.com/profile.php?id=100088170992255,5,17,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,台中市,東區,美容
羽森林動物醫院/特殊寵物醫院/預約制,401台灣台中市東區旱溪西路一段552號,04 2213 2373,https://featherforest.wordpress.com/,4.7,509,"星期一: 09:00 – 12:00, 15:00 – 20:00 | 星期二: 09:00 – 12:00, 15:00 – 20:00 | 星期三: 09:00 – 12:00, 15:00 – 20:00 | 星期四: 休息 | 星期五: 09:00 – 12:00, 15:00 – 20:00 | 星期六: 09:00 – 12:00, 15:00 – 20:00 | 星期日: 09:00 – 12:00, 15:00 – 20:00",5,台中市,東區,美容
狗苑子寵物沙龍&貓美學2F［美容•SPA•旅館］,412台灣台中市大里區大里路128號,04 2260 5036,https://lin.ee/0leDtrl,4.9,45,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,東區,美容
樂芙寵物沙龍Love Pet Salon,411台灣台中市太平區立功路399號,0900 789 287,https://m.facebook.com/loveyuling123310/,4.6,38,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 17:30 | 星期日: 休息,5,台中市,東區,美容
小惡魔寵物沙龍 寵物美容,401010台灣台中市東區台中路389號,04 2280 2600,,5,46,,5,台中市,東區,美容
樂沐寵物美容館,402台灣台中市南區工學路6-2號,0908 798 677,,4.9,41,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台中市,南區,美容
MOCHOCO寵物沙龍X旅宿-台中南區店｜美容 洗澡 spa 護理｜旅館 住宿 安親｜皮膚 足部 口腔 保健,402台灣台中市南區南平路39-5號,04 2265 8202,,5,161,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 休息 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,南區,美容
毛澎了寵物美容自助洗,402台灣台中市南區忠明南路661號,04 2376 8798,https://lin.ee/rcOElsp,5,47,,5,台中市,南區,美容
Pet Station 寵物美容 - 南二店,402台灣台中市南區南平路2-10號,0906 919 058,,5,9,星期一: 休息 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 休息,5,台中市,南區,美容
萌腳丫寵物沙龍（預約制）,402台灣台中市南區福田三街119號,0919 010 498,,4.8,22,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5,台中市,南區,美容
凱特寵物沙龍,40246台灣台中市南區工學二街115巷18 號,,,5,3,星期一: 13:00 – 18:00 | 星期二: 13:00 – 18:00 | 星期三: 13:00 – 18:00 | 星期四: 13:00 – 18:00 | 星期五: 13:00 – 18:00 | 星期六: 13:00 – 18:00 | 星期日: 13:00 – 18:00,5,台中市,南區,美容
HoHo寵物美容旅館,402台灣台中市南區高工路83號,0966 307 075,,4.6,23,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,台中市,南區,美容
百香狗寵物美容沙龍-興大店,"號 No. 925, 忠明南路南區台中市台灣 402",04 2265 2213,http://www.facebook.com/pages/%E7%99%BE%E9%A6%99%E7%8B%97%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%B2%99%E9%BE%8D-%E4%B8%AD%E8%88%88%E5%BA%97/686177004815155?fref=ts,4.6,11,星期一: 09:00 – 11:55 | 星期二: 09:00 – 11:55 | 星期三: 09:00 – 11:55 | 星期四: 09:00 – 11:55 | 星期五: 09:00 – 11:55 | 星期六: 休息 | 星期日: 休息,5,台中市,南區,美容
轉角寵物美容 CORNER PET SALON,408台灣台中市南屯區東興路一段460號2樓,0976 531 416,https://www.facebook.com/share/GJhv4EQzBe2CYRDc/?mibextid=K35XfP,5,17,,5,台中市,南區,美容
吉利寵物美容,408台灣台中市南屯區五權西路二段433號,04 2382 3237,https://www.facebook.com/GiLipet/,4.8,19,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,5,台中市,南區,美容
Puwanmi寵物沙龍,40855台灣台中市南屯區文心南五路一段307號,04 2473 3887,https://www.facebook.com/Puwanmi/,4.8,63,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 休息 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30,5,台中市,南區,美容
瑋特貓狗SPA生活館－台中寵物美容｜台中寵物住宿｜台中寵物旅館｜台中寵物沙龍｜狗美容｜狗住宿 推薦,408台灣台中市南屯區大墩十一街648號,04 2320 8339,https://www.facebook.com/share/18cNXA9EYx/,4.5,870,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,南區,美容
天吉寵物 | 美容 | 安親 | 旅館 | 選品,402011台灣台中市南區五權南路222號,0966 432 152,https://lin.ee/MYpRGzM,5,7,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,南區,美容
台中寵物自助洗創始店│寵物自助美容│毛毛笑印總店,408台灣台中市南屯區大墩六街380號,04 2382 1317,https://wwwfacebookcommaomaoshowing.simplybook.asia/,4.9,199,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,南區,美容
法拉FALA寵物美容精品店,408台灣台中市南屯區公益路二段535號,0958 465 345,https://www.facebook.com/fala2023,4.9,112,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,南區,美容
約客夏犬貓美容所-南屯寵物住宿 南屯寵物安親 南屯寵物美容 南屯洗貓 南屯洗狗 南屯寵物spa,408台灣台中市南屯區大墩路809號,04 2320 0636,,5,11,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,南區,美容
MISS PET 寵物小姐旅館、美容、蛋糕、接送、商品、安親,408台灣台中市南屯區文心南二路398號,0976 912 257,https://www.instagram.com/misspet_hotel?igsh=MWZieGs1Y216a3ZxbQ%3D%3D&utm_source=qr,5,52,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,南區,美容
嚕嚕毛寵物自助洗｜Lulumao pet wash shop,412台灣台中市大里區愛心一街20號,0912 636 816,,4.8,56,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,南區,美容
寵愛新貴寵物生活館,40242台灣台中市南区大慶街二段6之16巷78號,04 2265 3537,https://www.facebook.com/profile.php?id=100063817213392&paipv=0&eav=AfYeyqeFX5graiDUY-q0aB7q1YlHotZVSjs_x9Ruifpt5zxUiayjB2Hp5iAv4W16g5g&_rdr,4.5,113,星期一: 08:30 – 19:00 | 星期二: 08:30 – 19:00 | 星期三: 08:30 – 19:00 | 星期四: 08:30 – 19:00 | 星期五: 08:30 – 19:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,南區,美容
希米亞寵物旅館,402台灣台中市南區工學北路86號,04 2260 5478,,4.4,50,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台中市,南區,美容
萌下巴寵物（手工吹整專門）-南和店,402台灣台中市南區南和路138號,0963 510 758,https://www.facebook.com/verycute2019/,5,32,"星期一: 10:30 – 13:30, 14:30 – 21:00 | 星期二: 10:30 – 13:30, 14:30 – 21:00 | 星期三: 10:30 – 13:30, 14:30 – 21:00 | 星期四: 10:30 – 13:30, 14:30 – 21:00 | 星期五: 10:30 – 13:30, 14:30 – 21:00 | 星期六: 10:30 – 13:30, 14:30 – 21:00 | 星期日: 10:30 – 13:30, 14:30 – 21:00",2,台中市,南區,美容
樂奇貓咪生活館,402台灣台中市南區南陽街90號,04 2260 3373,https://lucky-cat.com.tw/,4.9,198,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台中市,南區,美容
大樹寵物-愛買復興店,402021台灣台中市南區復興路一段359號2樓,04 2263 6665,https://www.greattreepets.com/,4.9,273,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台中市,南區,美容
毛字號寵物工作室 全預約制,408台灣台中市南屯區文心南一路188巷11號,,https://www.instagram.com/themou_pet?igsh=N3I0cDAxNXp1N3Fl,5,27,星期一: 11:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,南區,美容
好主人寵物台中元老店,402台灣台中市南區復興路三段421號,04 2222 7387,https://petso.com.tw/,4.7,182,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 休息,2,台中市,南區,美容
來寵我寵物生活館,408台灣台中市南屯區文心路一段66號,0903 888 855,https://linkby.tw/momo11074,4.7,36,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,台中市,南區,美容
貝貝寵物,408台灣台中市南屯區東興路三段253號,04 2328 0061,https://bebedog.com.tw/,5,373,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台中市,南區,美容
波士頓寵物美學（BOSTON）,412台灣台中市大里區文心南路1318號,0910 691 896,,4.6,45,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,台中市,南區,美容
夢想寵物美容台中旗艦店,403629台灣台中市西區華美街131-3號,04 2305 9688,https://www.facebook.com/2020petsalon/,4.9,41,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台中市,西區,美容
夏沐沐寵物美容｜寵物住宿｜皮膚管理｜台中西屯,407台灣台中市西屯區永福路118巷11號,0982 663 177,https://www.facebook.com/%E5%A4%8F%E6%B2%90%E6%B2%90%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-193923807335108/,4.9,239,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,西區,美容
a bathing cat貓毛很多純貓美容台中店,403台灣台中市西區華美西街一段12號,,https://lin.ee/pDNDCAu,5,49,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 休息 | 星期日: 休息,5,台中市,西區,美容
有好犬旅 UHOUSE 寵物旅館｜美容｜安親（全預約制）,403台灣台中市西區博館路213號2樓,,https://m.facebook.com/UHOUSE.DOG/,4.9,81,星期一: 09:01 – 20:50 | 星期二: 09:01 – 20:50 | 星期三: 09:01 – 20:50 | 星期四: 09:01 – 18:50 | 星期五: 09:01 – 20:50 | 星期六: 09:01 – 20:50 | 星期日: 09:01 – 20:50,5,台中市,西區,美容
儷登犬貓美容工作室,403台灣台中市西區精誠路227號,04 2320 0413,,4.7,33,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 休息 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,5,台中市,西區,美容
