店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
HoHo寵物美容旅館,,402台灣台中市南區高工路83號,0966 307 075,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,4.6,23.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
Very旺寵物旅館 VW pet hotel,https://lin.ee/IPzXtzT,105台灣台北市松山區八德路二段429號2樓,02 2741 2777,星期一: 08:30 – 20:00 | 星期二: 08:30 – 20:00 | 星期三: 08:30 – 20:00 | 星期四: 08:30 – 20:00 | 星期五: 08:30 – 20:00 | 星期六: 08:30 – 20:00 | 星期日: 08:30 – 20:00,4.4,309.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
萌下巴毛孩旅舍-工學北店,,402台灣台中市南區工學北路140號,0966 867 872,星期一: 休息 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 休息 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,5.0,2.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
SO.Q南屯旗鑑店寵物住宿美容,,40872台灣台中市南屯區河南路四段的212號一樓,0908 860 637,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5.0,14.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
蘿莎精緻寵物美容-東興店（台中西區南屯區寵物美容推薦｜台中連鎖寵物美容｜寵物剪毛｜寵物洗澡｜｜另設寵物旅館｜）,https://lin.ee/jsFPDKD,403台灣台中市西區東興路三段86號,04 2328 5693,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,4.8,183.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
熊美媚寵物旅館,,412台灣台中市大里區中興路二段846巷,,,1.3,3.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
MISS PET 寵物小姐旅館、美容、蛋糕、接送、商品、安親,https://www.instagram.com/misspet_hotel?igsh=MWZieGs1Y216a3ZxbQ%3D%3D&utm_source=qr,408台灣台中市南屯區文心南二路398號,0976 912 257,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5.0,52.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
阿尼牧絲寵物旅館,https://www.facebook.com/profile.php?id=100087432038752&mibextid=LQQJ4d',414台灣台中市烏日區高鐵路一段12號,0921 016 857,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,9.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
踏踏地球 Ta Ta Earth ｜親子寵物友善餐廳｜包場派對｜寵物美容 ｜寵物安親｜寵物住宿｜,https://reurl.cc/5bg8v,403台灣台中市西區精誠九街10號,04 2327 0776,"星期一: 11:00 – 16:00, 17:00 – 20:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 11:00 – 16:00, 17:00 – 20:00 | 星期六: 11:00 – 16:00, 17:00 – 21:00 | 星期日: 11:00 – 16:00, 17:00 – 21:00",4.7,555.0,台中市,西區,False,False,False,False,False,False,False,False,False,False,未明確說明
嘟比寵物沙龍(中科店) 美容 住宿 安親,https://rink.cc/45roc,407台灣台中市西屯區國安一路39號,0916 777 231,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,22.0,台中市,西區,False,False,False,False,False,False,False,False,False,False,未明確說明
珊寶寵物美容/寵物住宿,,406台灣台中市北屯區松義街146號,0958 321 183,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,36.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
蘿莎精緻寵物美容旅館-文心店｜台中北屯區北區西屯區西區寵物美容推薦｜附設寵物美容｜寵物剪毛｜寵物洗澡｜寵物安親｜寵物住宿｜24小時保母照顧｜專人專車接送｜ ℡ 04-22939966,https://lin.ee/ztsxX5Y,406台灣台中市北屯區文心路三段987號,04 2293 9966,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,4.8,51.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
蘿莎精緻寵物美容（ 中清店）（台中北屯北區西屯區西區寵物美容推薦｜附設寵物美容｜寵物剪毛｜寵物洗澡｜寵物住宿｜24小時保母照顧｜）,https://www.facebook.com/rosa.pet.spa,404台灣台中市北區中清路一段758號,04 2295 6868,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,4.8,287.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
旺瑪ONE MORE『寵物安親、住宿、寵物自助洗、零食、生活用品』,,406504台灣台中市北屯區太原路三段1365號,0933 053 319,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,15.0,台中市,北屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵物天堂-寵物住宿,,433台灣台中市沙鹿區中清路五段399號-2號,0903 317 207,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,1.0,台中市,西屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
肉掌星球寵物旅館 / 寵物安親 / 寵物美容 / Pawsplanet,https://m.facebook.com/PawsPlanet0101,420台灣台中市豐原區圓環東路610-1號,04 2522 9498,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,152.0,台中市,北屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
愛樂寵物天地,,408台灣台中市南屯區向心南路730號,04 2475 1087,,4.5,11.0,台中市,南屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
Happy Dog寵物精品沙龍/台中寵物美容/寵物住宿,https://facebook.com/happydog.j/,408台灣台中市南屯區大光街121號,0926 389 823,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.9,25.0,台中市,西屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
Cimo希毛寵物美容·安親·用品 咖啡 ｜預約優先｜,https://www.facebook.com/profile.php?id=100089034666264,408台灣台中市南屯區大業路361號1樓,04 2251 1257,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5.0,41.0,台中市,南屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛言毛語寵物旅館,https://www.instagram.com/mymy_petshotel?igsh=MXd0cTUxMzdhc2Ux&utm_source=qr,408台灣台中市南屯區春安二街36號1樓,0975 816 977,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,,,台中市,南屯區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵尼旅宿寵物美容住宿,,437台灣台中市大甲區開元路11巷8-2號,0909 007 190,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 休息 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,18.0,台中市,后里區,False,False,False,False,False,False,False,False,False,False,未明確說明
橡果寵物旅館 ｜ 寵物住宿 ｜寵物美容｜ 洗澡安親,,436台灣台中市清水區民族路三段117號,04 2658 0113,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5.0,160.0,台中市,后里區,False,False,False,False,False,False,False,False,False,False,未明確說明
熊讚寵物精緻旅館,,220台灣新北市板橋區館前西路120號2樓,0919 631 066,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.8,60.0,台中市,東勢區,False,False,False,False,False,False,False,False,False,False,未明確說明
烏托邦寵物旅館,,235台灣新北市中和區景平路527號,0930 237 720,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4.9,38.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
快樂尾巴寵物旅館,,330台灣桃園市桃園區中正路348號1樓,03 347 9189,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.8,86.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
GROOMER YAYA 寵物美容住宿生活館,https://www.instagram.com/groomer_yaya/,100台灣台北市中正區和平西路二段64號,,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,4.9,45.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
樂牧寵物旅館,https://www.facebook.com/lovemu668107,242台灣新北市新莊區建興街20號,0981 668 107,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,135.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
家ᴥ毛孩ᴥ療癒旅館,https://www.canva.com/design/DAGOj9ESwY4/udYfb0RVB7Cxke2jHCZpaA/view?utm_content=DAGOj9ESwY4&utm_campaign=designshare&utm_medium=link&utm_source=editor,330台灣桃園市桃園區保定三街89巷1號,03 331 2682,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,5.0,39.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
尼比拉寵物美容•住宿-預約制,https://www.facebook.com/nibila.66/,334台灣桃園市八德區豐田二路66 號,03 368 4346,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 休息 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,4.8,56.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛旅 寵物旅館,https://m.facebook.com/furtrips/,10491台灣台北市中山區長安東路二段232號,02 2721 3091,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,5.0,15.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
免睏寵物樂園(美容/住宿/安親/用品),https://lin.ee/2kgXpMr,320台灣桃園市中壢區高鐵北路二段97號,03 287 6757,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.9,217.0,台中市,和平區,False,False,False,False,False,False,False,False,False,False,未明確說明
62系列旅宿4館-肆拾光陰民宿，寵物友善，可烤肉及包棟，合法民宿可報帳,https://www.lane62.com/%E5%9B%9B%E9%A4%A8%E5%8C%85%E6%A3%9F,434台灣台中市龍井區新興路25巷2弄12號,0982 919 680,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,4.6,127.0,台中市,大肚區,False,False,False,False,False,False,False,False,False,False,未明確說明
東海獨角獸民宿/公司出差實習、迎親與親子抓周活動、毛小孩友善住宿、學校活動包房包棟皆有提供優惠/可提供收據,https://www.facebook.com/profile.php?id=61562651804800,434台灣台中市龍井區台灣大道五段109巷10號,0912 378 070,,4.1,9.0,台中市,龍井區,False,False,False,False,False,False,False,False,False,False,未明確說明
宿洗寵物美容、住宿、安親,,436台灣台中市清水區新興路142-1號,,,,,台中市,梧棲區,False,False,False,False,False,False,False,False,False,False,未明確說明
逗閣寵物 安親 住宿 Dogger pet Inn,http://lin.ee/wWsxZgZ,500台灣彰化縣彰化市公園路一段165號,0958 352 337,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5.0,19.0,台中市,大肚區,False,False,False,False,False,False,False,False,False,False,未明確說明
WSPA寵物旅館,https://www.facebook.com/profile.php?id=100087392181167,100台灣台北市中正区罗斯福路三段139號1F,02 2367 5899,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.5,124.0,台中市,大安區,False,False,False,False,False,False,False,False,False,False,未明確說明
小鑫鑫寵物沙龍-梧棲寵物美容|寵物洗澡|寵物安親|寵物沙龍|寵物用品|寵物住宿|寵物零食|在地推薦寵物店,https://lin.ee/wrC2jN5,435台灣台中市梧棲區永寧路67巷60之3號,04 2662 8623,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,26.0,台中市,龍井區,False,False,False,False,False,False,False,False,False,False,未明確說明
3天2夜寵物旅館、美容Spa,,104台灣台北市中山區樂群三路73號2樓,02 8501 5649,星期一: 08:00 – 19:00 | 星期二: 08:00 – 19:00 | 星期三: 08:00 – 19:00 | 星期四: 08:00 – 19:00 | 星期五: 08:00 – 19:00 | 星期六: 08:00 – 19:00 | 星期日: 08:00 – 19:00,4.4,45.0,台中市,大安區,False,False,False,False,False,False,False,False,False,False,未明確說明
D&Y 寵物美容時尚旅店,,10491台灣台北市中山區中山北路三段55巷22號,02 2592 3252,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,4.7,287.0,台中市,大安區,False,False,False,False,False,False,False,False,False,False,未明確說明
家裡寵物旅館-幼幼館,https://www.facebook.com/homedoghotel195,"1樓, No. 195號長安東路二段中山區台北市台灣 10490",02 2731 9200,"星期一: 10:00 – 12:00, 13:30 – 20:00 | 星期二: 10:00 – 12:00, 13:30 – 20:00 | 星期三: 10:00 – 12:00, 13:30 – 20:00 | 星期四: 10:00 – 12:00, 13:30 – 20:00 | 星期五: 10:00 – 12:00, 13:30 – 20:00 | 星期六: 10:00 – 12:00, 13:30 – 20:00 | 星期日: 10:00 – 12:00, 13:30 – 20:00",4.9,121.0,台中市,大安區,False,False,False,False,False,False,False,False,False,False,未明確說明
PUPPY IDOL 帕彼愛逗寵物精品時尚旅館,,701台灣台南市東區東門路二段240號,06 260 0668,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,4.7,126.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
史溫托爾寵物旅館,,701台灣台南市安平區永華路二段660號708,06 299 3038,星期一: 11:00 – 19:30 | 星期二: 休息 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,4.8,67.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
啾咪Jumi寵物美容/毛小孩旅館,https://www.facebook.com/jumi2082385/,701台灣台南市東區前鋒路52號,0936 573 866,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,4.9,115.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
四季逗 Seasons Dog 寵物旅館（不定時公休，預約制）,https://www.facebook.com/seasonsdog/,701台灣台南市東區東平路142號,0906 148 899,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,5.0,29.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
一簍毛YiLouMao 小動物按摩 安親住宿 夜間保姆,https://instagram.com/yiloumao?igshid=YzcxN2Q2NzY0OA==,111台灣台北市士林區天母西路No. 3號5樓,,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,25.0,台中市,大安區,False,False,False,False,False,False,False,False,False,False,未明確說明
小尾巴客棧｜寵物精品旅館-台南安平寵物零食|寵物旅館推薦|寵物住宿|寵物到府服務|寵物美容|寵物安親|寵物寄宿|寵物保母,https://www.instagram.com/tainan.little.tail/,708台灣台南市安平區慶平路689號2樓,0922 788 898,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,28.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
樂芙倪寵物精品旅館,,70162台灣台南市東區裕忠路128-3號,06 331 1601,星期一: 10:30 – 18:40 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 18:40 | 星期五: 10:30 – 18:40 | 星期六: 10:30 – 18:40 | 星期日: 10:30 – 18:40,4.8,63.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
IGOGO寵物沙龍旅館（西門店）,,704台灣台南市北區西門路四段282號,0970 677 600,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.8,62.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
同心旅棧 |寵物友善|安心住合法民宿|(可自助入住|國旅卡|國旅券) - 台南包棟民宿推薦 寵物友善住宿首選 特色性別友善 優質好客民宿 安心旅宿 熱門訂房優惠 網友平價住宿推薦 家庭親子度假好評 高CP值價格 人氣打卡必住輕旅行 PTT Dcard,http://www.oneheart.url.tw/,700台灣台南市中西區忠孝街93巷114號6號,0918 865 801,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,4.8,64.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵沐殿PET SHOP－寵物沙龍SPA生活館 |美容|寄宿|周邊商品,https://www.facebook.com/%E5%AF%B5%E6%B2%90%E6%AE%BF%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8Dspa%E7%94%9F%E6%B4%BB%E9%A4%A8106909555163148,708013台灣台南市安平區健康路三段315號1F,06 299 8348,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.8,72.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵愛寵物美容教學旅館,,710台灣台南市永康區中華一路20號,06 313 0020,星期一: 休息 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,4.6,23.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
想見妮寵物美容-住宿,https://lin.ee/Ki4HqWM,710台灣台南市永康區中山南路490巷2弄10號,0911 087 309,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.7,52.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵物旅館,,700台灣台南市中西區,,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,1.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
慕私旅文創民宿(禁止寵物),http://www.musihlyu.com/,700台灣台南市中西区成功路343號二樓之1,,,4.5,120.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
尤菈寵美旅館,,709台灣台南市安南區海佃路二段362-6號,06 256 5983,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,32.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
鑫嘉福寵物生活館-美容、住宿、安親,https://www.instagram.com/sin_jia_fu_pet?igsh=MzJ1bHlsem80azFi&utm_source=qr,709台灣台南市安南區溪東一街1號1樓,0930 010 017,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 20:30,5.0,48.0,台南市,中西區,False,False,False,False,False,False,False,False,False,False,未明確說明
奧米瑞比寵物旅館,,70167台灣台南市東區中華東路三段399巷21弄2號,,,4.3,22.0,台南市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
心宿寵物旅館,,710台灣台南市永康區文化路251號2樓,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,23.0,台南市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵愛你我他寵物住宿寵物安親,https://tw.ysm.emarketing.yahoo.com/soeasy/client/aom20161229056.html,721台灣台南市麻豆區新生南路358巷68號,0976 885 029,"星期一: 09:00 – 11:30, 17:00 – 19:30 | 星期二: 09:00 – 11:30, 17:00 – 19:30 | 星期三: 09:00 – 11:30, 17:00 – 19:30 | 星期四: 09:00 – 11:30, 17:00 – 19:30 | 星期五: 09:00 – 11:30, 17:00 – 19:30 | 星期六: 09:00 – 11:30, 17:00 – 19:30 | 星期日: 09:00 – 11:30, 17:00 – 19:30",4.9,31.0,台南市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
萌旅寵物美容沙龍旅館（預約制，加LINE預約：@momogo）,https://www.instagram.com/cutepet_2o23/,744台灣台南市新市區豐榮59-21號,0916 338 242,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5.0,39.0,台南市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
芥菜種動物醫院＆芥菜籽寵物輕旅店,https://www.facebook.com/mustardseedhospital/,710台灣台南市永康區東橋十街32號,06 302 7620,"星期一: 09:30 – 16:45, 18:00 – 20:45 | 星期二: 09:30 – 16:45 | 星期三: 09:30 – 16:45, 18:00 – 20:45 | 星期四: 12:00 – 16:45, 18:00 – 20:45 | 星期五: 09:30 – 16:45, 18:00 – 20:45 | 星期六: 09:00 – 17:00 | 星期日: 休息",4.7,190.0,台南市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
樂奇寵物美容/寵物住宿/寵物泳池/寵物自助洗/台南地區接送服務/寵物餐廳/調酒/烤串/冰沙/簡餐,https://www.facebook.com/profile.php?id=61550246247306&mibextid=ZbWKwL,70955台灣台南市安南區本田路二段103號,0976 266 793,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4.8,17.0,台南市,安南區,False,False,False,False,False,False,False,False,False,False,未明確說明
