店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
途中貓旅｜寄宿｜中途｜安親,https://boarding.noramichi.app/,402台灣台中市南區有恆街146號4樓,,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 14:00 – 18:00 | 星期日: 休息,,,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
MUMAO 牧貓精品寵物旅館,https://www.mumao-94cafe.com.tw/,407台灣台中市西屯區逢甲路206號,04 3603 5886,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,113.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
菲菲貓旅,https://www.facebook.com/profile.php?id=61571514641679&mibextid=LQQJ4d,411台灣台中市太平區新福路122號,0916 952 052,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,5.0,24.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
自然醒 純貓住宿 貓旅館,https://sites.google.com/view/catnapinn/,407台灣台中市西屯区福雅路128巷65號,0966 511 788,"星期一: 10:00 – 14:00, 18:00 – 20:00 | 星期二: 10:00 – 14:00, 18:00 – 20:00 | 星期三: 10:00 – 14:00, 18:00 – 20:00 | 星期四: 10:00 – 14:00, 18:00 – 20:00 | 星期五: 10:00 – 14:00, 18:00 – 20:00 | 星期六: 10:00 – 14:00, 18:00 – 20:00 | 星期日: 10:00 – 14:00, 18:00 – 20:00",5.0,131.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
咪喜寵物精品旅舍,,406504台灣台中市北屯區環太東路503號,04 2393 7441,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,5.0,25.0,台中市,中區,False,False,False,False,False,False,False,False,False,False,未明確說明
貓賦貓舍/貓旅館/貓美容教學-(全館採預約制),https://www.facebook.com/maofuleague/,412台灣台中市大里區國光路二段314號,,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 09:30 – 18:30,5.0,10.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
伏特喵-純貓美容、貓咪旅館/貓洗澡/賽貓美容/貓住宿,https://line.me/R/ti/p/@778uzjyg,428台灣台中市大雅區大雅路312號,0900 378 404,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,143.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
噯麗英短貓舍｜大里店 貓旅 美容 選物,https://lin.ee/v7zTnrM,412台灣台中市大里區國光路二段314號,0920 013 388,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5.0,11.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
貓的王美-台中貓寵物美容丨貓咪宿舍丨寵物住宿丨布偶貓舍｜台中貓舍｜台中貓咪,https://wangmei-cat.com/,407台灣台中市西屯區大墩二十街92號,0982 719 391,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.6,179.0,台中市,中區,False,True,False,False,False,False,False,False,False,False,貓
台中龍貓花園-貓花叢(預約制) 寵物住宿提供、龍貓活體販售、草食動物商品販售,http://taichungchinchilla.com.tw/,411台灣台中市太平區環中東路三段792號,04 2393 9202,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,5.0,2.0,台中市,東區,False,True,False,False,False,False,True,False,False,False,貓、倉鼠
毛孩森林-台中寵物美容 台中寵物住宿 台中貓美容 西屯寵物美容 西屯寵物住宿 西屯貓美容 西屯洗狗,https://www.instagram.com/pet_forest619/,407台灣台中市西屯區上石路65號,04 2452 0629,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.7,23.0,台中市,中區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
沛司寵物美容.安親.住宿.貓咪獨立美容,,412台灣台中市大里區自立路67號,04 2275 2279,星期一: 10:00 – 22:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,4.8,197.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
沐森琳寵物沙龍行旅,https://lin.ee/tAlt9uu,404台灣台中市北區梅亭街490號,0905 533 004,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,135.0,台中市,中區,False,False,False,False,False,False,False,False,False,False,未明確說明
泰喵吉貓咪旅宿,https://www.facebook.com/profile.php?id=61558013699431&mibextid=ZbWKwL,411台灣台中市太平區育德路192號,0981 309 636,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,5.0,4.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
Homey Essence 寵物美容｜安親｜住宿｜到府｜飼料代訂,https://lin.ee/ctUpvWb,406055台灣台中市北屯區景賢路103號,04 2436 3117,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,52.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
安心貓狗特寵照護/到府保母/高齡犬貓照護/寵物旅館預約/陪同就醫/一對一服務加line諮詢,https://fluv.com/,406台灣台中市北屯區松竹五路二段,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,16.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
狗苑子寵物沙龍&貓美學2F［美容•SPA•旅館］,https://lin.ee/0leDtrl,412台灣台中市大里區大里路128號,04 2260 5036,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,45.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
Love樂逗Dog寵物美容-貓狗SPA洗澡 剪毛造型 指甲修剪 專業人氣推薦 寵物接送 貓咪剪指甲 狗狗寄宿,https://www.lovedogbeauty.com.tw/,411台灣台中市太平區大興路178號,0909 698 008,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,58.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
優荳貓坊（寵物貓狗住宿）,https://www.facebook.com/profile.php?id=61568077784686,412台灣台中市大里區工業路宏巨二巷2弄54號,0925 056 267,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,7.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
吃手手寵物精品旅館The Paw Pet Hotel,https://thepaw.com.tw/,100台灣台北市中正區濟南路二段35-1號1樓,02 2322 2020,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,4.9,87.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
莫名奇喵專業貓坊 /品種貓舍/貓咪住宿/貓咪洗澡、美容/浪貓收容、領養（預約制）,https://line.me/ti/p/tYzDg8DigF,412台灣台中市大里區健民路23號巷65號,0978 277 299,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5.0,271.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
小守居貓旅宿,https://catscarehotel.com/,411台灣台中市太平區立文街217號,04 2393 6584,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5.0,9.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
就甘心Ponpon寵物旅館,https://www.facebook.com/Ponpon.Pet.hotel/,10491台灣台北市中山區新生北路二段60巷16號4樓,02 2568 2751,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5.0,380.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
踏踏貓旅館．貓咪美容（全預約制）,https://tatacathotel.com/,428台灣台中市大雅區雅環路二段26巷37號2樓之3,0958 525 136,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,42.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
毛毛窩寵物精品旅館,,116台灣台北市文山區景隆街48號,,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,4.6,108.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
喵云英短貓舍Miaoyun/喵咪旅館/貓咪寄宿,https://miaoyun1020.mystrikingly.com/,412台灣台中市大里區向學一路131號,04 2330 0340,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5.0,33.0,台中市,東區,False,True,False,False,False,False,False,False,False,False,貓
嗷嗚寵物旅館,https://auwoodogshotel.weebly.com/,104台灣台北市中山區新生北路三段84巷25號1樓,,,4.9,19.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
北歐寵物旅館 游泳館,http://www.nph.com.tw/,105台灣台北市松山區八德路三段224號,02 2577 9886,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,4.7,296.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
毛尾巴寵物美容旅店 Furry Tail Pet Salon & Hotel,https://www.furrytailpetsalonhotel.com/,106台灣台北市大安區大安路一段205號,02 2700 0300,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,170.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
捉迷腸寵物館 - 新北(寵物旅館服務，寵物沙龍，寵物美容店推薦，長毛臘腸犬舍，長毛臘腸，達克斯犬舍，到府寵物保姆),https://www.facebook.com/dooooooglove/?ref=pages_you_manage,235台灣新北市中和區大勇街25巷15弄13號,0970 732 392,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,50.0,台中市,東區,True,False,True,False,False,False,False,False,False,False,小型犬
三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,https://somemore-pet.com.tw/,234台灣新北市永和區中和路421巷3弄1號1樓,02 2925 8933,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.6,365.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
貓森旅-貓旅館Cat Hotel 台北市中心,https://catsforestvilla.tw/,106台灣台北市大安區信義路三段75之1號 2樓,02 2707 8877,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,5.0,417.0,台中市,東區,True,True,True,False,False,False,False,False,False,False,小型犬、貓
狗窩窩愛犬旅社(寵物旅館/狗狗美容/狗狗住宿/寵物安親/狗狗洗澡),https://www.facebook.com/WoofinnDogHotel/,105台灣台北市松山区民生东路五段137巷2-5號1樓,02 2766 6185,星期一: 08:00 – 21:00 | 星期二: 08:00 – 21:00 | 星期三: 08:00 – 21:00 | 星期四: 08:00 – 21:00 | 星期五: 08:00 – 21:00 | 星期六: 08:00 – 21:00 | 星期日: 08:00 – 21:00,4.7,75.0,台中市,東區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
毛小愛｜不關籠寵物旅館｜台中市西屯區寵物日托、寵物安親、到府寵物保姆、狗旅館（一對一預約制）,https://fluv.com/,407台灣台中市西屯區臺灣大道三段590號,,,5.0,17.0,台中市,東區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
汪悠谷寵物住宿生活館,,408台灣台中市南屯區文昌街357號,0909 286 492,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,4.8,32.0,台中市,南區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
HoHo寵物美容旅館,,402台灣台中市南區高工路83號,0966 307 075,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,4.6,23.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
Very旺寵物旅館 VW pet hotel,https://lin.ee/IPzXtzT,105台灣台北市松山區八德路二段429號2樓,02 2741 2777,星期一: 08:30 – 20:00 | 星期二: 08:30 – 20:00 | 星期三: 08:30 – 20:00 | 星期四: 08:30 – 20:00 | 星期五: 08:30 – 20:00 | 星期六: 08:30 – 20:00 | 星期日: 08:30 – 20:00,4.4,309.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
萌下巴毛孩旅舍-工學北店,,402台灣台中市南區工學北路140號,0966 867 872,星期一: 休息 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 休息 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,5.0,2.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
寄居喵和風貓旅宿Hermicat 純貓旅館,https://hermicat.com/,110053台灣台北市信義區信義路四段401號5樓,02 2720 2823,星期一: 11:30 – 19:00 | 星期二: 11:30 – 19:00 | 星期三: 11:30 – 19:00 | 星期四: 11:30 – 19:00 | 星期五: 11:30 – 19:00 | 星期六: 11:30 – 19:00 | 星期日: 11:30 – 19:00,5.0,51.0,台中市,東區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
DOG貓寵物生活館(寵物美容、寵物住宿、寵物安親、寵物接送）,https://www.facebook.com/profile.php?id=100090462213600&mibextid=LQQJ4d,414台灣台中市烏日區新興路207號,0933 955 952,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5.0,48.0,台中市,南區,False,True,False,False,False,False,False,False,False,False,貓
SO.Q南屯旗鑑店寵物住宿美容,,40872台灣台中市南屯區河南路四段的212號一樓,0908 860 637,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5.0,14.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
蘿莎精緻寵物美容-東興店（台中西區南屯區寵物美容推薦｜台中連鎖寵物美容｜寵物剪毛｜寵物洗澡｜｜另設寵物旅館｜）,https://lin.ee/jsFPDKD,403台灣台中市西區東興路三段86號,04 2328 5693,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,4.8,183.0,台中市,東區,False,False,False,False,False,False,False,False,False,False,未明確說明
貓宿文旅 Cat Hotel,https://www.facebook.com/share/17sGSKXJ3K/,408台灣台中市南屯區東興路一段475號1樓,04 2471 7808,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,2.0,台中市,南區,False,True,False,False,False,False,False,False,False,False,貓
熊美媚寵物旅館,,412台灣台中市大里區中興路二段846巷,,,1.3,3.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
MISS PET 寵物小姐旅館、美容、蛋糕、接送、商品、安親,https://www.instagram.com/misspet_hotel?igsh=MWZieGs1Y216a3ZxbQ%3D%3D&utm_source=qr,408台灣台中市南屯區文心南二路398號,0976 912 257,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5.0,52.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
就愛毛寶貝寵物美容／狗貓兔美容／溝通／百貨／住宿,https://lin.ee/y6MsBAU,402台灣台中市南區工學北路106號,0968 842 859,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 休息 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.9,63.0,台中市,南區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
阿尼牧絲寵物旅館,https://www.facebook.com/profile.php?id=100087432038752&mibextid=LQQJ4d',414台灣台中市烏日區高鐵路一段12號,0921 016 857,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,9.0,台中市,南區,False,False,False,False,False,False,False,False,False,False,未明確說明
SOQ 寵物沙龍 南屯店「狗狗洗澡｜狗狗剪毛｜狗狗安親｜狗狗住宿」,https://www.tiktok.com/@soq.salon,408台灣台中市南屯區河南路四段212號,0908 860 637,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5.0,62.0,台中市,南區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
汪汪保衛隊寵物旅館~特寵業字第S1110040號,,407台灣台中市西屯區西屯路三段宏福三巷2-6號,0955 088 478,,5.0,35.0,台中市,西區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
夜貓生活｜預約制純貓旅館,https://lin.ee/lt882yC,408台灣台中市南屯區大光街129號,0976 556 051,星期一: 18:00 – 23:30 | 星期二: 18:00 – 23:30 | 星期三: 18:00 – 23:30 | 星期四: 18:00 – 23:30 | 星期五: 18:00 – 23:30 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,,,台中市,南區,False,True,False,False,False,False,False,False,False,False,貓
小毛球生活館(兔兔用品、免兔寄宿),http://shop.tenmoon.com.tw/,403台灣台中市西區中美街411號,0968 722 105,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 休息 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,4.9,101.0,台中市,西區,False,False,False,False,False,True,False,False,False,False,兔子
踏踏地球 Ta Ta Earth ｜親子寵物友善餐廳｜包場派對｜寵物美容 ｜寵物安親｜寵物住宿｜,https://reurl.cc/5bg8v,403台灣台中市西區精誠九街10號,04 2327 0776,"星期一: 11:00 – 16:00, 17:00 – 20:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 11:00 – 16:00, 17:00 – 20:00 | 星期六: 11:00 – 16:00, 17:00 – 21:00 | 星期日: 11:00 – 16:00, 17:00 – 21:00",4.7,555.0,台中市,西區,False,False,False,False,False,False,False,False,False,False,未明確說明
天吉寵物 | 美容 | 安親 | 旅館 | 選品,https://lin.ee/MYpRGzM,402011台灣台中市南區五權南路222號,0966 432 152,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,7.0,台中市,南區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
嘟比寵物沙龍(中科店) 美容 住宿 安親,https://rink.cc/45roc,407台灣台中市西屯區國安一路39號,0916 777 231,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,22.0,台中市,西區,False,False,False,False,False,False,False,False,False,False,未明確說明
小狗慢慢寵物美容 - 24小時專人照護寵物住宿－寵物安親－寵物美容 - 預約line:@dogmanman,https://www.dogmanman.com/,406台灣台中市北屯區松山街88號,04 2241 5578,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,46.0,台中市,北區,True,False,True,False,False,False,False,False,False,False,小型犬
糰子兔 Rabbit Dango 牧草用品專賣 鼠兔龍貓寄宿|兔子住宿|天竺鼠住宿|龍貓住宿,https://bio.site/rabbitdango,406台灣台中市北屯区陳平路126巷22號,0929 688 886,星期一: 14:00 – 22:00 | 星期二: 14:00 – 22:00 | 星期三: 14:00 – 22:00 | 星期四: 14:00 – 22:00 | 星期五: 14:00 – 22:00 | 星期六: 14:00 – 22:00 | 星期日: 14:00 – 22:00,4.8,21.0,台中市,北區,False,True,False,False,False,True,True,False,False,True,貓、兔子、倉鼠、其他小動物
珊寶寵物美容/寵物住宿,,406台灣台中市北屯區松義街146號,0958 321 183,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,36.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
噗滿貓咪旅館｜純貓旅館推薦｜台中西屯區貓咪住宿、貓咪寄宿推薦,https://newmatch19.com/project/puman/,407台灣台中市西屯區中清路二段1250巷5號,0928 339 155,"星期一: 10:00 – 13:00 | 星期二: 10:00 – 13:00, 16:00 – 20:00 | 星期三: 10:00 – 13:00, 16:00 – 20:00 | 星期四: 10:00 – 13:00, 16:00 – 20:00 | 星期五: 10:00 – 13:00, 16:00 – 20:00 | 星期六: 10:00 – 13:00, 16:00 – 20:00 | 星期日: 10:00 – 13:00, 16:00 – 20:00",5.0,5.0,台中市,西區,False,True,False,False,False,False,False,False,False,False,貓
蘿莎精緻寵物美容旅館-文心店｜台中北屯區北區西屯區西區寵物美容推薦｜附設寵物美容｜寵物剪毛｜寵物洗澡｜寵物安親｜寵物住宿｜24小時保母照顧｜專人專車接送｜ ℡ 04-22939966,https://lin.ee/ztsxX5Y,406台灣台中市北屯區文心路三段987號,04 2293 9966,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,4.8,51.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
蘿莎精緻寵物美容（ 中清店）（台中北屯北區西屯區西區寵物美容推薦｜附設寵物美容｜寵物剪毛｜寵物洗澡｜寵物住宿｜24小時保母照顧｜）,https://www.facebook.com/rosa.pet.spa,404台灣台中市北區中清路一段758號,04 2295 6868,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,4.8,287.0,台中市,北區,False,False,False,False,False,False,False,False,False,False,未明確說明
