店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
Fun心寵物美容旅館/前鎮寵物住宿/前鎮寵物美容/寵物住宿/寵物美容,806台灣高雄市前鎮區一心一路216號,07 722 1711,https://www.facebook.com/Fun%E5%BF%83%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-%E6%97%85%E9%A4%A8-100789501677559/?modal=admin_todo_tour,5,45,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,高雄市,左營區
沐容 寵物沙龍SPA/寵物旅館/用品,807024台灣高雄市三民區北平一街80號,07 322 9687,https://www.facebook.com/murongsalon,4.8,24,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,高雄市,左營區
森森寵物美容沙龍精品旅館🌸週三美容部公休🌸附設寵物美容教學（ABC檢定模特兒犬租賃、純色貴賓培育）,812台灣高雄市小港區桂華街458號,0903 668 662,https://lin.ee/qFl9a64,5,479,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,左營區
妮蘿毛孩沙龍旅店｜寵物旅館、寵物美容、寵物臨托、寵物玩耍空間,806台灣高雄市前鎮區文林街43號,0978 829 128,,5,37,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,高雄市,左營區
珈寶貝寵物澡堂/住宿,831台灣高雄市大寮區鳳屏一路185巷2號,,,5,4,,高雄市,左營區
沐寵物美容＆旅館《寵物沐浴推薦》鼓山專業寵物美容師｜寵物刷牙｜寵物安親 ｜韓國草本泥,804台灣高雄市鼓山區青松街25號,07 531 0018,https://www.facebook.com/profile.php?id=100091554767586,5,43,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,高雄市,鼓山區
LAP CAT CAFE 徠寵｜品種貓找家長｜犬貓鼠住宿｜犬貓美容｜貓鼠選品,804台灣高雄市鼓山區青海路396號,07 552 8158#2,http://www.laplap-inc.com/,5,511,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 休息 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 22:30 | 星期日: 12:00 – 22:30,高雄市,鼓山區
Luca寵物旅宿,801台灣高雄市前金區成功一路352號,0916 809 181,https://www.instagram.com/luca_petstay/,5,16,星期一: 09:00 – 18:30 | 星期二: 09:00 – 18:30 | 星期三: 休息 | 星期四: 09:00 – 18:30 | 星期五: 09:00 – 18:30 | 星期六: 09:00 – 18:30 | 星期日: 09:00 – 18:30,高雄市,鼓山區
杜莉德寵物美容、旅館Dolito寵物美容、旅館/高雄寵物美容/高雄寵物旅館/高雄寵物住宿/高雄寵物友善/苓雅寵物美容/苓雅寵物/苓雅寵物住宿/寵物美容/,802台灣高雄市苓雅區新光路140巷23號,07 269 2268,,4.9,50,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,高雄市,鼓山區
高雄小歐精緻旅店 | 寵物民宿 | 近美麗島,800台灣高雄市新興區南台路84號,0976 796 818,https://booking.owlting.com/%E5%B0%8F%E6%AD%90%E7%B2%BE%E7%B7%BB%E6%97%85%E5%BA%97,4.7,147,,高雄市,鼓山區
高雄阿爾兔兔民宿|高雄包棟民宿|高雄寵物友善住宿民宿|高雄國民旅遊卡民宿,800台灣高雄市新興區南台路43巷1弄6號,0988 830 610,https://ar2two.com/,4.2,213,星期一: 09:00 – 12:00 | 星期二: 09:00 – 12:00 | 星期三: 09:00 – 12:00 | 星期四: 09:00 – 12:00 | 星期五: 09:00 – 12:00 | 星期六: 09:00 – 12:00 | 星期日: 09:00 – 12:00,高雄市,鼓山區
河畔文旅(非寵物旅館),803台灣高雄市鹽埕區府北路50號,07 551 1666,https://www.facebook.com/%E9%AB%98%E9%9B%84%E6%B2%B3%E7%95%94%E6%96%87%E6%97%85-The-Rivero-Hotel-2151259158536263/,3.6,616,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,高雄市,鼓山區
I Dog寵物旅館,812台灣高雄市小港區桂陽路175巷1弄23號號,07 791 9895,https://www.facebook.com/I-Dog%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-779408782137860/?ref=page_internal,4.6,34,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,鼓山區
毛驢·貓旅 Mlcat Hotel｜貓咖｜貓住宿｜,820台灣高雄市岡山區忠誠街215號,07 622 6030,https://instagram.com/mlcat.hotel2022,4.8,312,星期一: 12:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,高雄市,鼓山區
(兔子住宿)夏木公寓,803台灣高雄市鹽埕區富野路105號,0936 160 343,,,,,高雄市,鼓山區
棉花糖寵物旅館,843台灣高雄市美濃區光明路169號,0930 435 888,https://www.facebook.com/%E6%A3%89%E8%8A%B1%E7%B3%96%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-329027751091960,4.8,79,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,鼓山區
歐娜Ona寵物美學沙龍⧓ Spa Ⅰ皮毛護理 Ⅰ旅館⧓安親Ⅰ寵物用品Ⅰ寵物接送,807台灣高雄市三民區覺民路50號,07 380 1069,,4.4,37,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,高雄市,三民區
高雄沐沐猫澡堂。高雄純貓美容│安親│住宿,802台灣高雄市苓雅區武昌路70巷71號1樓,0901 334 547,https://murmurcat1001.wixsite.com/love,5,82,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,三民區
BonJour寵物美容·安親,830台灣高雄市鳳山區瑞順街125巷12號,0982 582 825,https://lin.ee/bgyokBa,4.6,29,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,高雄市,三民區
88寵物沙龍SPA 剪毛 大美容 3公里內接送服務 住宿 安親 牛奶浴 DD肌活S皮毛調理,807台灣高雄市三民區大慶街88號,07 392 8100,https://www.facebook.com/88salonsap/,4.8,59,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 休息 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,高雄市,三民區
寶貝與我寵物美容旅館-鳳山青年店,830台灣高雄市鳳山區青年路二段48-3號,07 719 3777,https://www.facebook.com/%E5%AF%B6%E8%B2%9D%E8%88%87%E6%88%91%E5%B0%88%E6%A5%AD%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E7%94%9F%E6%B4%BB%E9%A4%A8-469391510093919/?ref=aymt_homepage_panel&eid=ARCqb4KQwcvP0ira1Phhki6yq5b9CHXFZ1Ocs2Hi4FTIrIhz1VMGwU1JNBI5Jta-bnR4vO3Q2zsS11-J,3.7,30,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,三民區
心宿烏托邦寵物旅館,807台灣高雄市三民區北平一街75-1號,,,3.3,35,,高雄市,三民區
打狗灣包棟民宿| 高雄包棟民宿推薦 學生團體包棟住宿 駁二包棟民宿 高雄民宿人氣團體包棟 烤肉KTV包棟,803台灣高雄市鹽埕區大成街33號,0919 621 086,https://www.facebook.com/takaobay33/,5,40,,高雄市,鹽埕區
LIKE 寵物旅館,247台灣新北市蘆洲區三民路593號1樓,02 8283 2222,https://www.facebook.com/share/1BZX9YqZ6h/,4.7,78,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,高雄市,鹽埕區
Nice澎澎寵物美容、寵物住宿、寵物安親,806台灣高雄市前鎮區永豐路107號,07 721 2027,https://lin.ee/SnC4nZJ,5,62,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,鹽埕區
Q瑪寵物沙龍-五福館 - 狗SPA洗澡 造型課程、指甲修剪 寵物住宿、美容師證照教學,800台灣高雄市新興區五福二路128號,07 215 6089,https://www.facebook.com/qma128/?ref=bookmarks,5,46,星期一: 休息 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,高雄市,鹽埕區
愛兔假期高雄館(兔兔寄宿),806台灣高雄市前鎮區中華五路949號,0901 076 500,https://hostel.url.com.tw/0922560178,5,49,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,鹽埕區
漫步公寓 貓旅 貓咪樂園,813台灣高雄市左營區明誠二路539號5 樓,07 550 9896,https://www.instagram.com/catwalk_house/,5,242,,高雄市,鹽埕區
毛草屋 - 鼠兔寄宿、牧草食品用品販賣 -,802台灣高雄市苓雅區文橫二路59巷34號,,https://www.facebook.com/FluffyandHay?mibextid=ZbWKwL,5,7,星期一: 22:00 – 01:00 | 星期二: 22:00 – 01:00 | 星期三: 22:00 – 01:00 | 星期四: 22:00 – 01:00 | 星期五: 22:00 – 01:00 | 星期六: 12:00 – 01:00 | 星期日: 12:00 – 01:00,高雄市,前金區
拾六貓舍 | 高雄專業繁殖培育•貓美容•旅館•貓咪咖啡廳 | 新興人氣貓咖推薦 甜點首選 療癒系下午茶好評 網美打卡寵物餐廳 嚕貓 必吃千層蛋糕 現烤可頌 熱門焦糖布丁 巴斯克蛋糕 玉子燒 貓住宿,800台灣高雄市新興區七賢一路529號,0976 804 479,https://www.facebook.com/profile.php?id=61558144702951,5,652,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,高雄市,前金區
歐比寵物生活館｜高雄寵物美容推薦｜高雄寵物住宿推薦｜高雄寵物洗澡推薦｜前鎮寵物美容推薦｜前鎮寵物住宿推薦｜前鎮寵物洗澡推薦,806台灣高雄市前鎮區二聖一路87號,07 722 2987,https://lin.ee/l1X2VfL,4.9,153,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 休息 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,高雄市,前金區
高雄漫步妘端旅店（寵物友善）,802台灣高雄市苓雅區自強三路5號,0973 126 568,http://kaohsiung-ramble.com.tw/,4.2,112,,高雄市,前金區
黑馬寵物美容｜深層刷牙無麻醉｜寵物安親住宿｜一對一美容｜精緻洗澡｜專業調理護膚｜寵物用品｜送養浪浪 中途愛媽TNR｜前鎮寵物美容｜狗狗洗澡｜貓咪洗澡｜寵物火化｜,806台灣高雄市前鎮區崗山西街295號,0915 011 057,https://www.facebook.com/%E9%BB%91%E9%A6%AC%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-102996769039710/,5,75,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 休息,高雄市,前金區
日和寵物沙龍 Hiyori Pet & Spa|美容•住宿•安親,802台灣高雄市苓雅區武慶三路10號,07 722 1239,,5,16,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,高雄市,前金區
丹晅寵物沙龍旅館,830台灣高雄市鳳山區海涵492號,0956 562 960,,5,42,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,高雄市,前金區
香腳丫寵物工坊-前鎮寵物美容|平價寵物洗澡|寵物安親|寵物住宿|寵物旅館|貓咪美容|大型犬寵物美容|狗美容推薦,806台灣高雄市前鎮區武慶一路234號,07 721 9608,https://summerpetlovely.com/,4.9,44,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 休息 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 16:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,高雄市,前金區
蓁心寵物貓狗美容住宿/鳯山寵物住宿/鳯山寵物美容SPA/苓雅區寵物美容/苓雅區寵物住宿/前鎮區寵物美容/前鎮區寵物旅館/高雄寵物美容/高雄寵物旅館/,830台灣高雄市鳳山區新富路10號,0981 779 770,https://www.facebook.com/DogCatSalon0981779770,4.7,75,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,新興區
狗狗村寵物旅館 Formosa K9 B&B,802台灣高雄市苓雅區福安路424號,0983 700 316,https://www.facebook.com/formosak9new/?modal=admin_todo_tour,4.4,41,,高雄市,新興區
BONI寶妮 寵物美容/寵物住宿/寵物保姆/寵物沙龍,830台灣高雄市鳳山區大明路185號,0921 180 907,,5,83,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,高雄市,苓雅區
臥邸寵旅Woof Travel,802台灣高雄市苓雅區林泉街98巷25號,0905 214 524,,3.4,5,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,高雄市,苓雅區
卡司澡樂趣-高雄苓雅店｜大型犬美容洗澡｜狗狗自助洗｜寵物按摩｜寵物用品｜寵物安親住宿（特寵準備中）預約制,802台灣高雄市苓雅區正義路180-2號,07 740 5691,https://www.kasfunnyshower.com.tw/,5,29,,高雄市,苓雅區
嚕嚕瑪寵物澡堂/前鎮寵物美容 前鎮寵物SPA 前鎮寵物接送 前鎮寵物住宿 前鎮洗狗 前鎮洗貓,806台灣高雄市前鎮區武慶一路166號,0930 559 252,https://luluma-166.weebly.com/,4.8,32,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,高雄市,前鎮區
寵老闆 寵物美容旅館,812台灣高雄市小港區港平路98號,0936 197 801,https://www.facebook.com/%E5%AF%B5%E8%80%81%E9%97%86-%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%97%85%E9%A4%A8-100235281329413/,4.7,58,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,前鎮區
兔樂兔兔旅舍,812台灣高雄市小港區桂江街145號,0979 086 638,https://www.facebook.com/RabbitHostel%20/,4.9,15,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 休息 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,高雄市,前鎮區
MoMo寵物精品旅店,833台灣高雄市鳥松區美庄路17巷76號,07 731 6777,https://m.facebook.com/momo527/,5,44,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 19:00,高雄市,旗津區
貓房貓旅,831台灣高雄市大寮區大智街79巷3號,0908 538 216,https://www.facebook.com/cat09house/,5,1,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,旗津區
FiNa寵物自助洗、快剃、美容、住宿、安親-小港寵物美容|寵物自助洗|寵物用品|寵物住宿|寵物安親|寵物不關籠住宿|貓咪專業美容|貓咪好評住宿,812台灣高雄市小港區孔鳳路438之8號,0928 875 772,https://iiil.io/lfpX,5,158,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 休息 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,高雄市,小港區
林園奧莉寵物美容/寵物住宿,832台灣高雄市林園區忠義三街39號,0908 578 322,https://www.facebook.com/profile.php?id=100094622627448&mibextid=2JQ9oc,5,25,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,小港區
艾萊汽車旅館 I live motel (寵物友善旅館 ),812台灣高雄市小港區桂忠街5巷2號,07 791 9988,http://ilivemotel.mini.surehigh.tw/,4,416,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,高雄市,小港區
高飛寵物旅館,812台灣高雄市小港區廠邊二路130號,,,3,2,,高雄市,小港區
家林寵物補給站⎜幼貓販售⎜寵物美容⎜寵物洗澡⎜寵物用品⎜寵物住宿⎜寵物旅館⎜寵物飼料⎜寵物安親⎜寵物保姆⎜寵物葬儀⎜推薦貓舍⎜寵物到府居家安親⎜寵物店⎜,830070台灣高雄市鳳山區頂興街211號1F,07 791 4567,https://lin.ee/548Bhnv,4.9,75,,高雄市,小港區
BUBBLE MOON 泡泡沐寵物沙龍旅館,83041台灣高雄市鳳山區北昌三街102號,07 735 1026,https://www.facebook.com/share/Wdx5iW75BCiJpMxR/?mibextid=qi2Omg,5,42,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,高雄市,鳳山區
微笑寵物生活館☆高雄寵物住宿☆鳳山寵物住宿☆大寮寵物住宿☆寵物美容,830台灣高雄市鳳山區誠德街66號,07 703 0616,https://zh-tw.facebook.com/%E5%BE%AE%E7%AC%91%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-183104138394349/,4.7,13,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,高雄市,鳳山區
Q瑪寵物沙龍 鳳松館 - 貓狗SPA洗澡 造型課程、指甲修剪 寵物住宿、美容師證照教學,830台灣高雄市鳳山區鳳松路179號,0905 933 876,,5,64,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,鳳山區
毛毛之家寵物旅店/狗貓住宿/寵物住宿/寵物旅館,833台灣高雄市鳥松區松埔路3巷2-15號,,https://lin.ee/pinKHQ5,5,10,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 休息,高雄市,鳳山區
內有惡霸小心被萌-貓犬寵物旅館-附設運動場｜寵物到府保母/美容/安親/蛋糕,913台灣屏东万丹乡南北路三段46巷2號,0973 086 538,https://linkgoods.com/iou878787,5,295,"星期一: 07:00 – 16:30, 20:00 – 22:00 | 星期二: 07:00 – 16:30, 20:00 – 22:00 | 星期三: 07:00 – 16:30, 20:00 – 22:00 | 星期四: 07:00 – 16:30, 20:00 – 22:00 | 星期五: 07:00 – 16:30, 20:00 – 22:00 | 星期六: 07:00 – 16:30, 20:00 – 22:00 | 星期日: 07:00 – 16:30, 20:00 – 22:00",高雄市,大寮區
屏東市寵物快樂旅館,900台灣屏東縣屏東市建國路362號,0906 745 795,https://m.facebook.com/%E5%B1%8F%E6%9D%B1%E5%AF%B5%E7%89%A9%E5%BF%AB%E6%A8%82%E6%97%85%E9%A4%A8-102465329158772/,4.6,66,星期一: 08:00 – 20:00 | 星期二: 08:00 – 20:00 | 星期三: 08:00 – 20:00 | 星期四: 08:00 – 20:00 | 星期五: 08:00 – 20:00 | 星期六: 08:00 – 20:00 | 星期日: 08:00 – 20:00,高雄市,大寮區
三劍客寵物住宿,913台灣屏東縣萬丹鄉保長厝街227巷79號,0966 936 223,https://l.facebook.com/l.php?u=https://www.instagram.com/puppy_hotel_?igsh=cnptZDI4ZGkyNmJ6&utm_source=qr&fbclid=IwZXh0bgNhZW0CMTAAAR0gHWxPTtDRoAUYXPxknFge0kECL2Ly8EJyQ4nhX3-i7ySKcQOM74R6dYQ_aem_6gkqSi72jxind98DWa86Rg&h=AT2bERR4XbWaxmNSNKvmPfNHvDJyzeQqpF_Jrk_GBwz9S54FG5f_5g1BX8mAEv3PaowYuFSFoerWkPnk-sdVmUk-vqjWf9RcaOotQlL0yeJzPAGthp78A5jiyaWBtaobXokzLw,5,12,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,高雄市,大寮區
三貓一家．貓咪旅館．貓咪美容,900台灣屏東縣屏東市自立南路140號,0916 801 074,http://www.facebook.com/ShanMiaow,4.9,189,"星期一: 08:00 – 11:00, 13:00 – 21:00 | 星期二: 08:00 – 11:00, 13:00 – 21:00 | 星期三: 08:00 – 11:00, 13:00 – 21:00 | 星期四: 08:00 – 11:00, 13:00 – 21:00 | 星期五: 08:00 – 11:00, 13:00 – 21:00 | 星期六: 08:00 – 11:00, 13:00 – 21:00 | 星期日: 08:00 – 11:00, 13:00 – 21:00",高雄市,大寮區
艾蓓貝寵物美容旅館,904台灣屏東縣九如鄉九如路二段182號,0983 433 879,https://www.facebook.com/profile.php?id=100087546384356&mibextid=ZbWKwL,4.8,16,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,大樹區
屏東貓班長寵物旅館.貓咪寄養,900台灣屏東縣屏東市中華路293巷2-1號,0925 563 888,,5,243,星期一: 09:00 – 19:30 | 星期二: 09:00 – 19:30 | 星期三: 09:00 – 19:30 | 星期四: 09:00 – 19:30 | 星期五: 09:00 – 19:30 | 星期六: 09:00 – 19:30 | 星期日: 09:00 – 19:30,高雄市,大樹區
貓窩//喵星人專屬旅館,900台灣屏東縣屏東市中正路307號,0968 923 676,https://www.facebook.com/HOSTELFORCAT/,4.7,15,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,高雄市,大樹區
毛孩寵美室 寵物美容 安親 住宿,900台灣屏東縣屏東市自由路81-5號,0932 761 199,,5,11,星期一: 09:00 – 17:30 | 星期二: 09:00 – 17:30 | 星期三: 09:00 – 17:30 | 星期四: 09:00 – 17:30 | 星期五: 09:00 – 17:30 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,高雄市,大樹區
Jean靜貓咪旅館,815台灣高雄市大社區中山路485號,,,,,,高雄市,大社區
快樂狗寵物美容百貨,814台灣高雄市仁武區八德南路100巷26弄12號,07 373 0010,,4.9,9,星期一: 休息 | 星期二: 09:30 – 16:00 | 星期三: 09:30 – 16:00 | 星期四: 09:30 – 16:00 | 星期五: 09:30 – 16:00 | 星期六: 09:30 – 13:00 | 星期日: 休息,高雄市,仁武區
致愛寶貝寵物生命禮儀,814台灣高雄市仁武區永新二街135號,0918 938 925,https://www.facebook.com/profile.php?id=61552710629698&mibextid=LQQJ4d,,,星期一: 07:00 – 23:00 | 星期二: 07:00 – 23:00 | 星期三: 07:00 – 23:00 | 星期四: 07:00 – 23:00 | 星期五: 07:00 – 23:00 | 星期六: 07:00 – 23:00 | 星期日: 07:00 – 23:00,高雄市,仁武區
Dogsworld寵物旅館,833台灣高雄市鳥松區神農路901-1號,0920 377 333,,4.3,21,,高雄市,鳥松區
萌犬食堂岡山店寵物美容/住宿/自助洗/接送,820台灣高雄市岡山區岡山路514號,0903 344 666,https://www.facebook.com/%E8%90%8C%E7%8A%AC%E9%A3%9F%E5%A0%82%E5%B2%A1%E5%B1%B1%E5%BA%97%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E4%BD%8F%E5%AE%BF%E8%87%AA%E5%8A%A9%E6%B4%97%E6%8E%A5%E9%80%81-787194581312083/,4,23,,高雄市,岡山區
