店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
左岸動物醫院內視鏡微創手術中心,235台灣新北市中和區福祥路129號1樓,02 8245 3639,https://lin.ee/XSYLC3J,4.2,926,"星期一: 10:30 – 12:30, 13:30 – 21:00 | 星期二: 10:30 – 12:30, 13:30 – 21:00 | 星期三: 10:30 – 12:30, 13:30 – 21:00 | 星期四: 10:30 – 12:30, 13:30 – 21:00 | 星期五: 10:30 – 12:30, 13:30 – 21:00 | 星期六: 10:30 – 12:30, 13:30 – 21:00 | 星期日: 10:30 – 12:30, 13:30 – 21:00",5,新北市,板橋區,醫院
山群動物醫院,236台灣新北市土城區金城路三段135號,02 2261 1148,https://www.facebook.com/512225375519905/,4.5,331,"星期一: 09:30 – 12:30, 13:30 – 22:00 | 星期二: 09:30 – 12:30, 13:30 – 22:00 | 星期三: 13:30 – 22:00 | 星期四: 09:30 – 12:30, 13:30 – 22:00 | 星期五: 09:30 – 12:30, 13:30 – 22:00 | 星期六: 09:30 – 12:30, 13:30 – 22:00 | 星期日: 休息",5,新北市,板橋區,醫院
快樂動物醫院,242台灣新北市新莊區福營路242號,02 2908 8772,http://happyanimal.com.tw/,4.1,683,"星期一: 10:00 – 12:00, 13:30 – 22:00 | 星期二: 休息 | 星期三: 10:00 – 12:00, 13:30 – 22:00 | 星期四: 10:00 – 12:00, 13:30 – 22:00 | 星期五: 10:00 – 12:00, 13:30 – 22:00 | 星期六: 10:00 – 12:00, 13:30 – 22:00 | 星期日: 10:00 – 12:00, 13:30 – 22:00",5,新北市,板橋區,醫院
飛躍動物醫院(週日公休/預約制),242台灣新北市新莊區中原東路200號,02 8522 0040,https://www.facebook.com/leapdogcatrabbit/,4.8,265,"星期一: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期二: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期三: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期四: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期五: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期六: 10:30 – 12:00, 13:30 – 17:00, 18:30 – 20:30 | 星期日: 休息",5,新北市,板橋區,醫院
馥御動物醫院,238台灣新北市樹林區中山路一段201號,02 2681 1324,,4.2,197,星期一: 16:00 – 21:00 | 星期二: 16:00 – 21:00 | 星期三: 16:00 – 21:00 | 星期四: 16:00 – 21:00 | 星期五: 16:00 – 21:00 | 星期六: 16:00 – 21:00 | 星期日: 休息,5,新北市,板橋區,醫院
祐康獸醫院,220台灣新北市板橋區文化路一段140號,02 2258 1755,https://www.facebook.com/yukangdvm,4.5,283,"星期一: 09:30 – 12:00, 13:00 – 17:30, 18:30 – 20:30 | 星期二: 09:30 – 12:00, 13:00 – 17:30, 18:30 – 20:30 | 星期三: 09:30 – 12:00, 13:00 – 17:30 | 星期四: 09:30 – 12:00, 13:00 – 17:30, 18:30 – 20:30 | 星期五: 09:30 – 12:00, 13:00 – 17:30, 18:30 – 20:30 | 星期六: 09:30 – 12:00, 13:00 – 17:30, 18:30 – 20:30 | 星期日: 09:30 – 12:00, 13:00 – 17:30",4,新北市,板橋區,醫院
富安家畜醫院,220台灣新北市板橋區文化路二段335號,02 2251 3076,,4.6,171,"星期一: 09:00 – 12:00, 13:30 – 17:30, 18:30 – 21:00 | 星期二: 09:00 – 12:00, 13:30 – 17:30, 18:30 – 21:00 | 星期三: 09:00 – 12:00, 13:30 – 17:30, 18:30 – 21:00 | 星期四: 09:00 – 12:00, 13:30 – 17:30, 18:30 – 21:00 | 星期五: 09:00 – 12:00, 13:30 – 17:30, 18:30 – 21:00 | 星期六: 09:00 – 12:00, 13:30 – 17:00 | 星期日: 休息",4,新北市,板橋區,醫院
五洲獸醫院,220台灣新北市板橋區民權路250號,02 2254 6660,,4,24,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 休息,4,新北市,板橋區,醫院
馨田動物醫院,236台灣新北市土城區金城路二段388號,02 2260 7789,https://www.facebook.com/wonderlandanimalclinic/timeline,3.8,172,星期一: 19:00 – 21:30 | 星期二: 19:00 – 21:30 | 星期三: 09:00 – 21:30 | 星期四: 09:00 – 21:30 | 星期五: 09:00 – 21:30 | 星期六: 09:00 – 21:30 | 星期日: 09:00 – 21:00,5,新北市,板橋區,醫院
慈濟動物醫院,236台灣新北市土城區學成路100號,02 2261 2260,,3.9,118,"星期一: 09:00 – 12:00, 13:00 – 21:00 | 星期二: 09:00 – 12:00, 13:00 – 21:00 | 星期三: 09:00 – 12:00, 13:00 – 21:00 | 星期四: 09:00 – 12:00, 13:00 – 21:00 | 星期五: 09:00 – 12:00, 13:00 – 21:00 | 星期六: 09:00 – 12:00, 13:00 – 21:00 | 星期日: 休息",5,新北市,板橋區,醫院
佳生動物醫院,236台灣新北市土城區學府路一段60號,02 2270 0825,,3.6,128,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,新北市,板橋區,醫院
上弦24小時動物醫院暨夜間手術醫療中心,244台灣新北市林口區忠福路129號,02 2609 0119,https://www.sensationah.com/,4.5,297,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,板橋區,醫院+24h急診
念念動物醫院24小時犬貓急診重症加護,242台灣新北市新莊區新知三路61號,02 8521 8710,https://covenant-vet.com/shift/,4.3,81,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,板橋區,醫院+24h急診
大台北動物醫院 中和院區,235台灣新北市中和區中山路二段89號,02 2243 4689,,4.3,20,,5,新北市,板橋區,醫院
名星動物醫院,235台灣新北市中和區景平路591號,02 2245 1691,,4.2,213,"星期一: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期二: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期四: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期日: 09:00 – 17:00",5,新北市,板橋區,醫院
來來動物醫院,235台灣新北市中和區德光路29號,02 8953 9739,,2.7,49,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5,新北市,板橋區,醫院
愛友家畜醫院,242台灣新北市新莊區中正路427之2號,02 2201 3218,,4.7,33,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,4,新北市,板橋區,醫院
嘉貝動物醫院『預約制』- 腫瘤科/麻醉科/牙科/眼科/內科/外科 - 新莊動物醫院｜副都心動物醫院,242台灣新北市新莊區昌和街65號,02 8521 9838,http://www.furbabyah.com/,4.5,215,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 休息 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 10:00 – 21:30,5,新北市,板橋區,醫院
三和動物醫院,241台灣新北市三重區三和路四段215巷13號,02 2280 3059,https://www.facebook.com/share/15YwqXzhL1/?mibextid=wwXIfr,4.8,776,"星期一: 休息 | 星期二: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,新北市,三重區,醫院
台大頑皮動物醫院,241台灣新北市三重區三賢街197號,02 2857 3578,https://m.facebook.com/ntuvethospital/?locale2=zh_TW#!/ntuvethospital/?locale2=zh_TW,4.5,611,"星期一: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期二: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期三: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期四: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期五: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期六: 09:30 – 12:30, 14:00 – 17:30, 18:00 – 20:45 | 星期日: 09:30 – 12:30",5,新北市,三重區,醫院
集賢愛生動物醫院,241台灣新北市三重區集賢路42號,02 8287 5849,https://www.facebook.com/pages/%E4%B8%89%E9%87%8D%E9%9B%86%E8%B3%A2%E6%84%9B%E7%94%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/446547578746005,4.6,344,"星期一: 09:00 – 12:30, 13:00 – 21:30 | 星期二: 09:00 – 12:30, 18:00 – 21:30 | 星期三: 09:00 – 12:30, 13:00 – 21:30 | 星期四: 09:00 – 12:30, 13:00 – 21:30 | 星期五: 09:00 – 12:30, 13:00 – 21:30 | 星期六: 09:00 – 12:30, 13:00 – 21:30 | 星期日: 休息",5,新北市,三重區,醫院
??加非犬貓專科醫院,241台灣新北市三重區重新路四段20號1樓,02 2979 2232,https://www.facebook.com/profile.php?id=100044315775296,4.4,1516,"星期一: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00",5,新北市,三重區,醫院
毛孩子動物醫院,241台灣新北市三重區福德北路71號,02 2977 4887,,4.6,540,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 17:00,5,新北市,三重區,醫院
德欣(中西醫)動物醫院,241台灣新北市三重區信義街4號1 樓,02 2973 8657,https://www.facebook.com/DeXinVeterinaryClinic/,4.7,142,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,新北市,三重區,醫院
青青動物醫院 — 三重動物醫院 犬貓獸醫 內外科 牙科 泌尿科 健檢,241台灣新北市三重區重新路三段31-3號,02 2983 5687,,4.5,129,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 休息,5,新北市,三重區,醫院
樂田動物醫院 (三重院),241台灣新北市三重區忠孝路二段102號,02 2987 1289,https://www.love-field.com/,4.2,164,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 休息 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5,新北市,三重區,醫院
小森林動物醫院,241台灣新北市三重區集英路68號1樓,02 8287 2913,https://m.facebook.com/littleforestanimalhospital/,4.2,162,"星期一: 10:30 – 13:30, 16:00 – 20:30 | 星期二: 10:30 – 13:30, 16:00 – 20:30 | 星期三: 休息 | 星期四: 10:30 – 13:30, 16:00 – 20:30 | 星期五: 10:30 – 13:30, 16:00 – 20:30 | 星期六: 10:30 – 13:30, 16:00 – 20:30 | 星期日: 休息",5,新北市,三重區,醫院
茂生動物醫院,241台灣新北市三重區重新路一段64號,02 2975 7666,https://pse.is/496w8v,4.6,107,"星期一: 10:00 – 12:30, 14:00 – 17:30, 18:00 – 20:00 | 星期二: 11:00 – 12:30, 14:00 – 17:30, 18:00 – 20:00 | 星期三: 14:00 – 17:00, 17:30 – 19:30 | 星期四: 10:00 – 12:30, 14:00 – 17:30, 18:00 – 20:00 | 星期五: 10:00 – 12:30, 14:00 – 17:30, 18:00 – 19:30 | 星期六: 10:00 – 12:30, 14:00 – 17:30, 18:00 – 20:00 | 星期日: 10:00 – 12:00, 14:00 – 17:30",5,新北市,三重區,醫院
嘉興動物醫院,241台灣新北市三重區忠孝路一段24號,02 2986 0239,,4.7,123,"星期一: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期二: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期三: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期四: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期五: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期六: 09:00 – 14:00, 15:00 – 17:00, 18:00 – 20:30 | 星期日: 休息",5,新北市,三重區,醫院
重安動物醫院,"號 No, No. 20三和路三段三重區新北市台灣 241",02 2989 9503,,4.6,119,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 12:30 – 21:00 | 星期日: 休息,5,新北市,三重區,醫院
迦勒動物醫院,241台灣新北市三重區中正南路114號,02 2974 7741,,4.4,61,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 12:00 – 20:30 | 星期日: 休息,5,新北市,三重區,醫院
愛生動物醫院,241台灣新北市三重區自強路四段107號,02 2980 4982,https://www.facebook.com/loveallvet,3.7,26,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 休息,5,新北市,三重區,醫院
廣福動物醫院,241台灣新北市三重區自強路一段197號,02 8983 6095,https://www.facebook.com/GreatFortuneAH/,4.5,107,"星期一: 休息 | 星期二: 15:00 – 18:00, 19:00 – 21:00 | 星期三: 10:30 – 12:00, 15:00 – 18:00, 19:00 – 21:00 | 星期四: 10:30 – 12:00, 15:00 – 18:00, 19:00 – 21:00 | 星期五: 10:30 – 12:00, 15:00 – 18:00, 19:00 – 21:00 | 星期六: 10:30 – 12:00, 15:00 – 18:00, 19:00 – 21:00 | 星期日: 10:30 – 12:00, 15:00 – 18:00, 19:00 – 21:00",5,新北市,三重區,醫院
自強動物醫院,241台灣新北市三重區自強路四段79號,02 8985 8011,,4.4,39,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 休息,5,新北市,三重區,醫院
佳護動物醫院,242台灣新北市新莊區福壽街212號,02 8991 7815,http://www.petline.com.tw/petline/cgi/index_factory.cgi?t=petfactory_view&ID=12013&R23=1000,4.6,357,"星期一: 休息 | 星期二: 09:30 – 12:30, 14:30 – 20:00 | 星期三: 09:30 – 12:30, 14:30 – 20:00 | 星期四: 09:30 – 12:30, 14:30 – 20:00 | 星期五: 09:30 – 12:30, 14:30 – 20:00 | 星期六: 09:30 – 12:30, 14:30 – 18:00 | 星期日: 休息",5,新北市,三重區,醫院
旭生動物醫院,241台灣新北市三重區元信二街170號1樓,02 8988 1701,https://www.facebook.com/profile.php?id=61561946237138&locale=zh_TW,4.8,26,"星期一: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 13:00, 14:00 – 18:00",5,新北市,三重區,醫院
魏大夫動物醫院,242台灣新北市新莊區中原東路57號1樓,02 2990 0578,,4.6,306,"星期一: 10:30 – 12:30, 14:00 – 20:00 | 星期二: 10:30 – 12:30, 14:00 – 20:00 | 星期三: 10:30 – 12:30, 14:00 – 20:00 | 星期四: 10:30 – 12:30, 14:00 – 20:00 | 星期五: 10:30 – 12:30, 14:00 – 20:00 | 星期六: 10:30 – 12:30, 14:00 – 20:00 | 星期日: 10:30 – 12:30, 14:00 – 20:00",5,新北市,三重區,醫院
民生動物醫院,241台灣新北市三重區正義北路296號,02 2980 8154,,3.6,26,"星期一: 09:30 – 12:00, 15:00 – 21:00 | 星期二: 09:30 – 12:00, 15:00 – 21:00 | 星期三: 09:30 – 12:00, 15:00 – 21:00 | 星期四: 09:30 – 12:00, 15:00 – 21:00 | 星期五: 09:30 – 12:00, 15:00 – 21:00 | 星期六: 09:30 – 12:00, 15:00 – 18:00 | 星期日: 休息",5,新北市,三重區,醫院
吉立動物醫院,241台灣新北市三重區中正北路10號,02 2984 6306,,4.7,30,"星期一: 09:00 – 12:00, 14:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 20:00 | 星期日: 休息",5,新北市,三重區,醫院
布魯斯動物醫院,24747台灣新北市蘆洲區重陽街68號1樓,02 8285 8600,https://www.facebook.com/BruceAnimalHospital/,4.5,80,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 14:00 – 17:00, 18:00 – 21:00",5,新北市,三重區,醫院
家福動物醫院,247台灣新北市蘆洲區光華路157號2樓,02 2283 8800,,4.6,83,星期一: 12:00 – 20:30 | 星期二: 12:00 – 20:30 | 星期三: 休息 | 星期四: 12:00 – 20:30 | 星期五: 12:00 – 20:30 | 星期六: 12:00 – 20:30 | 星期日: 12:00 – 20:30,5,新北市,三重區,醫院
蘆洲動物醫院,247台灣新北市蘆洲區中山二路8號1樓,02 2285 9117,,3.6,57,星期一: 11:00 – 21:00 | 星期二: 休息 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 12:00 – 21:00,5,新北市,三重區,醫院
星宇動物醫院-蘆洲區動物醫院推薦|內視鏡動物醫院|寵物健康諮詢|寵物生病|寵物醫院|獸醫推薦,247台灣新北市蘆洲區長榮路256號,02 8286 0066,https://www.facebook.com/uvh2021,4.7,431,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 12:00, 14:00 – 17:30",5,新北市,三重區,醫院
胖皮動物醫院,247台灣新北市蘆洲區復興路174號,02 8285 4848,,4.4,77,"星期一: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期日: 休息",5,新北市,三重區,醫院
增安動物醫院,247台灣新北市蘆洲區中山一路169號,02 8285 0255,,4.3,130,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,5,新北市,三重區,醫院
小水豚非犬貓動物醫院,242台灣新北市新莊區幸福東路140號1樓,02 2990 6905,,5,119,"星期一: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 12:30, 14:00 – 16:00",5,新北市,三重區,醫院
"東憲動物醫院(預約制)-牙科, 骨科, 眼科, 腫瘤科, 心臟科, 專業麻醉, 一般內外科",247台灣新北市蘆洲區長樂路36號1樓,02 8286 0264,https://www.guidervet.com.tw/,4.6,220,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,5,新北市,三重區,醫院
德興動物醫院,247台灣新北市蘆洲區長安街62號,02 2848 0240,,4.1,87,星期一: 14:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 12:30,5,新北市,三重區,醫院
宏明動物醫院,242台灣新北市新莊區中港路398號,02 2998 8577,,4.5,95,"星期一: 09:00 – 12:00, 15:00 – 18:00, 19:00 – 21:30 | 星期二: 09:00 – 12:00, 15:00 – 18:00, 19:00 – 21:30 | 星期三: 休息 | 星期四: 09:00 – 12:00, 15:00 – 18:00, 19:00 – 21:30 | 星期五: 09:00 – 12:00, 15:00 – 18:00, 19:00 – 21:30 | 星期六: 09:00 – 12:00, 15:00 – 18:00, 19:00 – 21:30 | 星期日: 休息",5,新北市,三重區,醫院
杏福動物醫院,242台灣新北市新莊區幸福路73號,02 2277 9099,,4,158,"星期一: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:30 | 星期二: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:30 | 星期三: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:30 | 星期四: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:30 | 星期五: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:30 | 星期六: 09:30 – 17:00 | 星期日: 休息",5,新北市,三重區,醫院
佳佳獸醫院,241台灣新北市三重區重陽路一段20巷4號1樓,02 2971 9531,,4.4,288,"星期一: 09:00 – 12:00, 14:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00 | 星期六: 09:00 – 12:00, 14:00 – 21:00 | 星期日: 休息",4,新北市,三重區,醫院
翰林獸醫院,241台灣新北市三重區三民街130號1樓,02 2989 0089,,4.3,50,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,4,新北市,三重區,醫院
宏昇家畜醫院,241台灣新北市三重區正義北路307號,02 2983 8983,,4.5,197,"星期一: 09:00 – 12:00, 13:00 – 20:30 | 星期二: 09:00 – 12:00, 13:00 – 20:30 | 星期三: 09:00 – 12:00, 13:00 – 20:30 | 星期四: 09:00 – 12:00, 13:00 – 20:30 | 星期五: 09:00 – 12:00, 13:00 – 20:30 | 星期六: 09:00 – 12:00, 13:00 – 20:30 | 星期日: 休息",4,新北市,三重區,醫院
家麒獸醫院,241台灣新北市三重區力行路二段135號,02 2280 7675,https://www.instagram.com/chia_chi_animal_hospital?igshid=NGVhN2U2NjQ0Yg%3D%3D&utm_source=qr,5,6,,4,新北市,三重區,醫院
東森寵物 新莊旗艦店,242台灣新北市新莊區中正路2號,02 2996 0026,http://www.etipets.com/,4.5,1541,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,新北市,三重區,醫院
雅旺動物醫院,247台灣新北市蘆洲區民族路522號,02 2848 0148,,4.7,293,"星期一: 10:00 – 17:00, 19:00 – 21:00 | 星期二: 10:00 – 17:00, 19:00 – 21:00 | 星期三: 10:00 – 17:00, 19:00 – 21:00 | 星期四: 10:00 – 17:00, 19:00 – 21:00 | 星期五: 10:00 – 17:00, 19:00 – 21:00 | 星期六: 休息 | 星期日: 休息",5,新北市,三重區,醫院
樂活動物醫院,234台灣新北市永和區竹林路66巷21號,02 2922 5805,https://www.facebook.com/pages/%E6%A8%82%E6%B4%BB%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/149318455103123,4.5,106,"星期一: 18:00 – 20:30 | 星期二: 09:30 – 11:10, 14:30 – 20:30 | 星期三: 09:30 – 11:10, 14:30 – 20:30 | 星期四: 09:30 – 11:10, 14:30 – 20:30 | 星期五: 09:30 – 11:10, 14:30 – 20:30 | 星期六: 10:30 – 11:30, 14:30 – 20:30 | 星期日: 休息",5,新北市,三重區,醫院
杏運草動物醫院,235台灣新北市中和區景平路489號,02 2243 6963,http://www.medcloverah.tw/,4.7,320,"星期一: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期四: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期五: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 20:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00 | 星期日: 休息",5,新北市,中和區,醫院
