店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
扭扭貓屋🐈🐾-高雄左營│高雄貓咪旅館│高雄貓咪住宿│高雄貓咪美容│左營貓住宿/美容推薦,813台灣高雄市左營區重清路256號,,https://wrigglecat256.com.tw/,5,97,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,左營區
窩牛寵物 ‧ 住宿安親/寵物蛋糕/生活雜貨,804台灣高雄市鼓山區瑞豐街134號,07 586 8782,https://www.facebook.com/wownewpets/,4.6,75,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,左營區
毛小孩的店 （特寵繁業字第W1110351-00號）(精緻寵物美容.用品)(寵物美容教學),800台灣高雄市新興區達仁街32號1樓,07 222 2001,https://www.facebook.com/maospet,4.9,127,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,高雄市,左營區
探狗喵 毛孩選物店,806台灣高雄市前鎮區中安路1-1號3 樓,0911 035 553,https://instagram.com/tan.go.meow?igshid=MmIzYWVlNDQ5Yg==,5,77,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 22:00 | 星期六: 10:30 – 22:00 | 星期日: 10:30 – 22:00,2,高雄市,左營區
檜沐先生-毛孩保養品專賣店,80661台灣高雄市前鎮區新光路7號,07 536 8708,https://www.hinokisensei.com/,5,95,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,高雄市,左營區
森富寵物生活館/高雄合法寵物美容住宿推薦,807台灣高雄市三民區明賢街42號,07 350 1217,,4.6,82,星期一: 09:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,2,高雄市,左營區
大樹寵物-鳳山青年店,830台灣高雄市鳳山區青年路二段397號,07 780 7697,https://www.greattreepets.com/,4.9,289,星期一: 09:30 – 22:30 | 星期二: 09:30 – 22:30 | 星期三: 09:30 – 22:30 | 星期四: 09:30 – 22:30 | 星期五: 09:30 – 22:30 | 星期六: 09:30 – 22:30 | 星期日: 09:30 – 22:30,2,高雄市,左營區
百分百寵物生活館 寵物美容(仁武店) 獸醫師開的寵物店,814台灣高雄市仁武區鳳仁路231號,07 374 0964,https://pet100percent.simplybook.asia/,4.6,1195,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,左營區
PetPetArt寵物肖像畫,804台灣高雄市鼓山區華泰路156號,0929 077 735,https://www.instagram.com/pet_pet_art/,5,4,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,鼓山區
朵朵萌寵星球/高雄寵物美容/寵物住宿,804台灣高雄市鼓山區中華一路289號2樓,0973 805 085,https://www.facebook.com/profile.php?id=100091938807100,5,26,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,2,高雄市,鼓山區
藍寶石寵物店,807台灣高雄市三民区自立一路95-3號,07 286 2675,,3.9,313,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,2,高雄市,鼓山區
那個貓小集 That Little Cat 高雄駁二店,803台灣高雄市鹽埕區新化街113號,0927 281 991,https://shopee.tw/thatselectshop_2020,5,55,星期一: 14:00 – 21:00 | 星期二: 14:00 – 21:00 | 星期三: 14:00 – 21:00 | 星期四: 14:00 – 21:00 | 星期五: 14:00 – 21:00 | 星期六: 14:00 – 21:00 | 星期日: 14:00 – 21:00,2,高雄市,鼓山區
阿肥寵物生活,800台灣高雄市新興區新興路55號,0989 908 438,https://www.facebook.com/%E9%98%BF%E8%82%A5%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB-252364411482813/,4.5,56,星期一: 14:00 – 21:00 | 星期二: 14:00 – 21:00 | 星期三: 14:00 – 21:00 | 星期四: 14:00 – 21:00 | 星期五: 14:00 – 21:00 | 星期六: 休息 | 星期日: 14:00 – 21:00,2,高雄市,鼓山區
龍貓的窩_高雄形象館,804台灣高雄市鼓山區九如四路1255號,,https://instagram.com/chinchillas_home_kh?igshid=MzRlODBiNWFlZA==,5,2,,2,高雄市,鼓山區
101寵物spa生活館,804台灣高雄市鼓山區美術東三路3號,07 555 5345,https://www.facebook.com/101%E5%AF%B5%E7%89%A9spa%E7%94%9F%E6%B4%BB%E9%A4%A8-390468351051856/,4.2,61,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 休息 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,2,高雄市,鼓山區
北高雄水族寵物館-中華店,802台灣高雄市苓雅區中華四路5號,07 269 6907,https://www.facebook.com/%E5%8C%97%E9%AB%98%E9%9B%84%E6%B0%B4%E6%97%8F%E8%B2%93%E7%8B%97%E5%AF%B5%E7%89%A9%E4%B8%AD%E8%8F%AF%E5%BA%97-635229163352609/,4.2,2508,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,高雄市,鼓山區
東森寵物 前金自立店,801台灣高雄市前金區自立二路91號,07 285 3335,https://www.etipets.com/,4.3,521,星期一: 13:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,2,高雄市,鼓山區
寵物3C精品•SPA館,830台灣高雄市鳳山區南華一路133號,07 792 1313,https://m.facebook.com/pet3c/,4.3,498,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,2,高雄市,鼓山區
九八寵物精品有限公司,804台灣鼓山區高雄市 鼓山區文忠路86號,07 554 1998,,,,,2,高雄市,鼓山區
哈克狗&湯姆貓寵物生活館,802台灣高雄市苓雅區林森二路80號,07 338 6870,,4.5,245,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,高雄市,鼓山區
熊大心寵物精品旅館,804台灣高雄市鼓山區鼓山二路110號,07 551 6688,https://line.me/ti/p/9RLVDqRszC,4.4,56,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,鼓山區
東森寵物 前金自強一店,801台灣高雄市前金區自強一路138號140號,07 211 1001,https://www.etipets.com/,4.7,120,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,鼓山區
東森寵物 苓雅大順店,802台灣高雄市苓雅区大順三路218號,07 711 1118,https://www.facebook.com/profile.php?id=100086763133318&mibextid=LQQJ4d,4.3,727,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,鼓山區
Q瑪寵物沙龍-九如館 - 人氣寵物洗澡 貓狗SPA 造型課程、指甲修剪 寵物住宿、美容師證照教學,807台灣高雄市三民區九如一路980號,07 389 2925,https://www.facebook.com/qmapet980/,4.8,158,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,鼓山區
迷妳寵物店,800台灣高雄市新興區復興一路14-3號,07 222 5588,https://www.facebook.com/%E8%BF%B7%E5%A6%B3%E5%AF%B5%E7%89%A9%E5%BA%97-113713558676032/,4.2,31,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 休息 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 13:00 – 18:00,2,高雄市,鼓山區
愛妮狗狗寵物店,801台灣高雄市前金區文武一街94號,07 281 0898,https://www.facebook.com/Ineeddog/,4.5,24,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,2,高雄市,鼓山區
小可愛飼物所（寵物選品店）,802台灣高雄市苓雅區新光路140巷1號,0911 682 798,,4.9,39,星期一: 14:00 – 23:30 | 星期二: 14:00 – 23:30 | 星期三: 14:00 – 23:30 | 星期四: 14:00 – 23:30 | 星期五: 14:00 – 23:30 | 星期六: 14:00 – 23:30 | 星期日: 14:00 – 23:30,2,高雄市,鼓山區
淘氣族寵物美容,807台灣高雄市三民区自立一路93號,07 286 2445,https://www.facebook.com/TouchDog/,4.8,96,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 休息,2,高雄市,鼓山區
SunQ寵物美容,804台灣高雄市鼓山區瑞豐街71號,0986 838 178,https://m.facebook.com/profile.php?id=206270246074583&ref=bookmark,4.8,59,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,高雄市,鼓山區
沛思寵物沙龍Pets’_Salon｜高雄寵物美容｜護理型毛皮深層清潔,804台灣高雄市鼓山區青海路340號,0909 067 620,https://www.facebook.com/%E6%B2%9B%E6%80%9D%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8DPets-Salon-106465681604645,5,43,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,鼓山區
狗子娜寵物用品寵物推車租賃（預約制）,802台灣高雄市苓雅區廣州一接47號ICH.coB1,07 722 0142,https://portaly.cc/huskynana,4.8,18,星期一: 14:30 – 22:00 | 星期二: 14:30 – 22:00 | 星期三: 14:30 – 22:00 | 星期四: 14:30 – 22:00 | 星期五: 14:30 – 22:00 | 星期六: 14:30 – 22:00 | 星期日: 14:30 – 22:00,5,高雄市,鼓山區
搖尾巴寵物生活館 試營運中 5月8日重新開幕,804台灣高雄市鼓山區鼓山一路137號,07 521 9833,https://www.facebook.com/pages/%E6%90%96%E5%B0%BE%E5%B7%B4%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8/978378988868964?ref=hl,4.7,78,"星期一: 10:00 – 19:00 | 星期二: 10:00 – 00:00 | 星期三: 00:00 – 07:00, 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 12:00 – 18:00 | 星期日: 休息",2,高雄市,鼓山區
Grumpy Dog寵物沙龍SPA,803台灣高雄市鹽埕區大仁路73號,07 521 3678,https://www.facebook.com/grumpydogtw?mibextid=LQQJ4d,4.3,11,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 休息 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,高雄市,鼓山區
Show Dog寵物美容,804台灣高雄市鼓山區中華一路485號,,,5,14,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,2,高雄市,鼓山區
大狗狗&小寶貝,807台灣高雄市三民區中華二路361號,0988 129 907,https://www.facebook.com/kuu8845n/,,,星期一: 08:00 – 17:30 | 星期二: 08:00 – 17:30 | 星期三: 08:00 – 17:30 | 星期四: 08:00 – 17:30 | 星期五: 08:00 – 17:30 | 星期六: 08:00 – 17:30 | 星期日: 休息,2,高雄市,鼓山區
Q瑪寵物沙龍-五福館 - 狗SPA洗澡 造型課程、指甲修剪 寵物住宿、美容師證照教學,800台灣高雄市新興區五福二路128號,07 215 6089,https://www.facebook.com/qma128/?ref=bookmarks,5,46,星期一: 休息 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,2,高雄市,鼓山區
沐容 寵物沙龍SPA/寵物旅館/用品,807024台灣高雄市三民區北平一街80號,07 322 9687,https://www.facebook.com/murongsalon,4.8,24,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,高雄市,鼓山區
多麗寵物,804台灣高雄市鼓山區華榮路619號,,,3.7,3,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,高雄市,鼓山區
毛孩來襲寵物選品,807台灣高雄市三民區三德西街56號,0979 667 995,https://openchat.line.me/tw/cover/DZq4X3ksTRcRhiboXXIskdMdty_GmJvMEiOeBNEwtI-OU-NKAyJ5GPruRmA?utm_source=line-openchat-seo&utm_medium=similar&utm_campaign=cover,,,星期一: 10:30 – 20:00 | 星期二: 10:30 – 13:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 13:00 | 星期五: 10:30 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,2,高雄市,鼓山區
歐娜Ona寵物美學沙龍⧓ Spa Ⅰ皮毛護理 Ⅰ旅館⧓安親Ⅰ寵物用品Ⅰ寵物接送,807台灣高雄市三民區覺民路50號,07 380 1069,,4.4,37,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5,高雄市,三民區
享溫心寵物禮儀,807台灣高雄市三民區大昌二路491巷39號,0968 087 325,http://www.sharewinshine.com.tw/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,三民區
美露寵物PET/寵物洗澡美容/寵物住宿/寵物旅館,80768台灣高雄市三民區民本街12號,0958 198 921,https://www.facebook.com/maludoghouse/,4.8,56,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 休息 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,2,高雄市,三民區
寵•日常 / something about pets /,807台灣高雄市三民區愛國路28號,0980 425 285,https://lin.ee/L8ZInDK,5,22,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 17:00,2,高雄市,三民區
回家寵物-覺民店,807台灣高雄市三民區覺民路6號,07 385 6158,,5,144,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,高雄市,三民區
瑪米亞寵物生活館,80786台灣高雄市三民區鼎山街168號,07 349 3081,https://www.facebook.com/%E7%91%AA%E7%B1%B3%E4%BA%9E%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-427198258059545/,5,13,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 休息 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,2,高雄市,三民區
貓狗大棧寵物百貨-高雄鳳山店,83068台灣高雄市鳳山區中山西路276號,07 710 5337,https://catndog.com.tw/,4.3,685,星期一: 10:30 – 22:30 | 星期二: 10:30 – 22:30 | 星期三: 10:30 – 22:30 | 星期四: 10:30 – 22:30 | 星期五: 10:30 – 22:30 | 星期六: 10:30 – 22:30 | 星期日: 10:30 – 22:30,2,高雄市,三民區
御寵寵物精品館,807台灣高雄市三民區大慶街106號,0973 730 062,,5,2,星期一: 11:30 – 19:00 | 星期二: 11:30 – 19:00 | 星期三: 11:30 – 19:00 | 星期四: 11:30 – 19:00 | 星期五: 11:30 – 19:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,三民區
寶羅寵物,830台灣高雄市鳳山區三民路132號,07 719 7972,,4,43,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,三民區
虎寶貝寵物沙龍,802台灣高雄市苓雅區建民路69號,07 716 3039,https://instagram.com/hoobaby.pet.salon?igshid=YzcxN2Q2NzY0OA==,5,50,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 休息,2,高雄市,三民區
MONSPET,807台灣高雄市三民區大昌二路67號8樓之2,07 385 0689,https://www.mons-pet.com/,,,"星期一: 09:00 – 00:00 | 星期二: 00:00 – 06:00, 09:00 – 00:00 | 星期三: 00:00 – 06:00, 09:00 – 00:00 | 星期四: 00:00 – 06:00, 09:00 – 00:00 | 星期五: 00:00 – 06:00, 09:00 – 00:00 | 星期六: 00:00 – 06:00, 09:00 – 00:00 | 星期日: 00:00 – 06:00",2,高雄市,三民區
"寵兒商貿有限公司（PETPAMPER CO., LTD）",807537台灣高雄市三民區九如一路58號6號樓之2,07 398 4567,,,,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,三民區
阿姆斯特丹寵物店,807台灣高雄市三民區大豐二路116之2號,07 380 5945,,2.5,12,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 19:00 | 星期四: 10:30 – 18:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 休息,2,高雄市,三民區
狗的窩 Golden World-寵物沙龍旅館,807台灣高雄市三民區遼寧三街93號,0966 958 600,,5,204,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,三民區
毛怪寵物沙龍,814台灣高雄市仁武區霞海東二街16號,,https://m.facebook.com/108935551915647/?ref=wizard,5,28,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,高雄市,三民區
Hopeful精緻寵物美容,807台灣高雄市三民區市中一路326號,07 261 1311,https://www.facebook.com/hopefulpetsalon/?ref=pages_you_manage,4.9,95,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,高雄市,三民區
老大狗團隊,807台灣高雄市三民區建工路894號,07 382 9952,,4.9,21,星期一: 10:00 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,高雄市,三民區
My Dog 寵物美容．住宿,807台灣高雄市三民區民族一路525號,07 350 1623,https://www.facebook.com/mydogpetgrooming2020/,4.9,78,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,高雄市,三民區
Pet Love Cattery 寵愛貓舍(全預約制),807台灣高雄市三民區九如一路214巷5號,0910 732 763,https://petlovecattery.com/,4.9,106,星期一: 13:00 – 18:00 | 星期二: 13:00 – 18:00 | 星期三: 13:00 – 18:00 | 星期四: 13:00 – 18:00 | 星期五: 13:00 – 18:00 | 星期六: 13:00 – 18:00 | 星期日: 13:00 – 18:00,2,高雄市,三民區
集貓舍,800台灣高雄市新興區林森二路176號,07 282 6060,,4.6,127,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,高雄市,三民區
寶羅寵物生活館,802台灣高雄市苓雅區三多二路290號,07 338 9911,https://www.facebook.com/polopetstore/,4.7,86,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,高雄市,三民區
愛尼萌寵物旅館 狗貓 兔子寵物住宿 美容 安親,807台灣高雄市三民區建工路802號,07 395 0357,https://www.instagram.com/animal_pet_hotel802?igsh=YnkxeTg0bzYzaDE5&utm_source=qr,5,148,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,2,高雄市,三民區
萌貴妃寵物美容,807台灣高雄市三民區大順二路671號,0976 331 559,https://www.facebook.com/%E8%90%8C%E8%B2%B4%E5%A6%83%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-441294883330815/,4.6,81,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,三民區
萌寶寵物澡堂,807台灣高雄市三民區黃興路190號,0987 102 225,https://www.facebook.com/MoebaoPet,5,27,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,三民區
東森寵物 鳳山青年店,830台灣高雄市鳳山區青年路二段62-5號,07 710 5751,https://www.oscar-pet.com.tw/,4.5,560,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,三民區
毛孩貴賓室寵物美容館,80767台灣高雄市三民區建元路9巷45號,07 380 8356,https://www.vip-pet-lounge.com/,5,23,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,三民區
欣麟（寵物住宿美容）犬舍,807台灣高雄市三民區九如一路381巷10號1樓,0903 752 566,,4.8,16,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,2,高雄市,三民區
放鬆意識 有很多貓的按摩美容店 (only massage availabel) Very important please make an appointment,801台灣高雄市前金區民生二路83號,0968 657 750,https://instagram.com/1319msdc?igshid=OGQ5ZDc2ODk2ZA==,4.9,3840,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,高雄市,鹽埕區
愛美寵物SPA沙龍,801台灣高雄市前金區民生二路89號,07 261 2888,https://www.facebook.com/Amen2888/,4.3,43,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 17:00,2,高雄市,鹽埕區
DogSun寵物精品沙龍大立伊勢丹店,80148台灣高雄市前金區光復一街32號,07 211 0102,,5,9,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,鹽埕區
阿米哥寵物活力便當專賣店,803001台灣高雄市鹽埕區七賢二路472號,07 521 7607,https://line.me/R/ti/p/@375wdecy,,,,2,高雄市,鹽埕區
Doggy Doggy寵物專賣店（原法鬥一家）,806台灣高雄市前鎮區二聖二路16號,0976 382 789,,4.9,222,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,高雄市,鹽埕區
